CTFP,CensusTract_population,SDI_score,PovertyLT100_FPL_score,Single_Parent_Fam_score,Education_LT12years_score,HHNo_Vehicle_score,HHRenter_Occupied_score,HHCrowding_score,Nonemployed_score,sdi,pct_Poverty_LT100,pct_Single_Parent_Fam,pct_Education_LT12years,pct_NonEmployed,pctHH_No_Vehicle,pctHH_Renter_Occupied,pctHH_Crowding
39001770100,4173,88.0,93.0,76.0,81.0,79.0,60.0,61.0,96.0,1.208277,0.31431311,0.18594687,0.1919612,0.79421222,0.10568112,0.362248,0.028100183
39001770200,5055,66.0,71.0,74.0,60.0,58.0,40.0,38.0,92.0,0.43507916,0.16370533,0.17797229,0.11422846,0.65336031,0.056799565,0.24849808,0.012561441
39001770300,7241,60.0,52.0,52.0,83.0,74.0,35.0,33.0,83.0,0.26779097,0.10871071,0.11962891,0.20057423,0.52110392,0.089245707,0.22367439,0.009708738
39001770400,4186,84.0,84.0,96.0,81.0,67.0,64.0,34.0,82.0,1.0420271,0.22895882,0.34308779,0.18925649,0.51284981,0.072790295,0.39572501,0.010398613
39001770500,3711,77.0,89.0,47.0,92.0,63.0,35.0,39.0,94.0,0.79613978,0.26327136,0.10944206,0.28379446,0.68359941,0.065330364,0.22345954,0.012620638
39001770600,3410,83.0,88.0,73.0,88.0,87.0,55.0,1.0,98.0,1.0059003,0.257478,0.17516629,0.24383104,0.89061224,0.14561766,0.33195308,0.0
39003010100,4339,16.0,14.0,7.0,31.0,46.0,40.0,1.0,33.0,-1.0730549,0.039636455,0.032771535,0.059215136,0.30079034,0.040590405,0.24846248,0.0
39003010200,4056,21.0,38.0,34.0,36.0,17.0,15.0,23.0,14.0,-0.91004205,0.080612756,0.086880974,0.067349926,0.23802681,0.014824797,0.13207547,0.0053908355
39003010300,1587,6.0,7.0,2.0,28.0,10.0,5.0,53.0,35.0,-1.4720128,0.025204789,0.012578616,0.054123711,0.30534351,0.0083472459,0.070116863,0.021702837
39003010600,4906,51.0,53.0,53.0,59.0,33.0,37.0,53.0,73.0,-0.010367557,0.1115234,0.12163147,0.11338925,0.45100865,0.027746947,0.23584905,0.02164262
39003010800,7914,33.0,34.0,55.0,43.0,51.0,34.0,16.0,25.0,-0.53654242,0.073056467,0.12630622,0.078878015,0.27509481,0.046904914,0.22112316,0.00063816208
39003010900,4491,61.0,65.0,86.0,9.0,75.0,69.0,50.0,58.0,0.27467921,0.14599894,0.23199153,0.023515346,0.38022664,0.090909094,0.43537787,0.019715225
39003011000,5232,74.0,83.0,92.0,30.0,71.0,80.0,34.0,45.0,0.68770015,0.22446956,0.28041074,0.057167236,0.33608711,0.080412373,0.54144329,0.010309278
39003011200,2848,68.0,67.0,75.0,76.0,57.0,21.0,84.0,100.0,0.50620943,0.15175375,0.18158568,0.16853449,2.036129,0.055755395,0.16007194,0.064748198
39003011300,7400,35.0,46.0,64.0,50.0,39.0,20.0,1.0,36.0,-0.47136477,0.0956911,0.14958718,0.093482159,0.30970055,0.033533357,0.15390046,0.0
39003011400,2931,14.0,29.0,30.0,25.0,15.0,7.0,41.0,21.0,-1.1297485,0.064080358,0.079503104,0.049141221,0.26169491,0.012939001,0.085951939,0.013863216
39003011500,2679,19.0,37.0,59.0,22.0,8.0,13.0,20.0,18.0,-0.984891,0.077267639,0.13526569,0.044456348,0.25390071,0.007209063,0.12255407,0.0041194647
39003011600,2623,47.0,47.0,20.0,63.0,68.0,36.0,49.0,46.0,-0.12359038,0.098828122,0.060205579,0.12375745,0.34136546,0.075454548,0.23,0.01909091
39003011800,2295,25.0,28.0,46.0,33.0,6.0,47.0,18.0,37.0,-0.77165633,0.062694527,0.10754414,0.061567165,0.31153497,0.0051440331,0.28600824,0.0030864198
39003011900,2852,43.0,50.0,60.0,35.0,62.0,35.0,25.0,51.0,-0.23406819,0.10403397,0.13751508,0.065939061,0.35719109,0.063763611,0.22550544,0.0062208399
39003012000,2470,3.0,5.0,32.0,9.0,21.0,4.0,1.0,42.0,-1.6270893,0.020242915,0.082687341,0.022883296,0.32838589,0.018036073,0.064128257,0.0
39003012100,3435,8.0,4.0,28.0,15.0,26.0,16.0,31.0,45.0,-1.400247,0.018983645,0.075999998,0.033772651,0.33592349,0.021548284,0.13407822,0.0087789306
39003012200,3747,86.0,91.0,98.0,78.0,85.0,79.0,1.0,47.0,1.1361694,0.29170004,0.37128714,0.17497604,0.34176472,0.13350785,0.52814138,0.0
39003012300,3898,64.0,55.0,84.0,63.0,57.0,71.0,34.0,30.0,0.3823531,0.1159569,0.22169362,0.12278631,0.29193792,0.055485498,0.44640607,0.010088272
39003012400,2110,82.0,89.0,99.0,45.0,81.0,81.0,74.0,5.0,0.98481995,0.26437345,0.4375,0.082537517,0.19483986,0.11382879,0.55315143,0.044214487
39003012600,1838,71.0,80.0,96.0,48.0,60.0,72.0,1.0,52.0,0.61184984,0.20574713,0.34126985,0.088286713,0.35888889,0.058910161,0.46097201,0.0
39003012700,1628,95.0,97.0,99.0,92.0,94.0,88.0,17.0,71.0,1.5316465,0.38329238,0.40155441,0.28483605,0.43815789,0.24884081,0.65224111,0.001545595
39003012900,1603,93.0,97.0,100.0,70.0,94.0,86.0,21.0,90.0,1.4057424,0.37933335,0.5731343,0.14457831,0.61686391,0.23065016,0.61919504,0.0046439627
39003013000,4185,68.0,60.0,78.0,49.0,83.0,71.0,47.0,52.0,0.50883597,0.13086177,0.1928651,0.090814918,0.35927558,0.12089716,0.44967178,0.017505471
39003013100,2523,15.0,9.0,29.0,15.0,39.0,36.0,53.0,15.0,-1.1215984,0.030448718,0.078048781,0.033564813,0.24386725,0.033562824,0.23063684,0.02151463
39003013200,2290,63.0,59.0,83.0,63.0,51.0,74.0,1.0,42.0,0.3597523,0.12751092,0.21851853,0.12216532,0.32636657,0.046632126,0.4792746,0.0
39003013300,1145,80.0,82.0,100.0,58.0,86.0,78.0,1.0,71.0,0.92329586,0.21557455,0.51071429,0.10986267,0.4411135,0.13725491,0.52100843,0.0
39003013400,2453,97.0,98.0,86.0,85.0,96.0,85.0,66.0,95.0,1.6215838,0.4104141,0.23296703,0.21499014,0.74202901,0.33205375,0.59884834,0.032629557
39003013600,1205,95.0,98.0,98.0,90.0,89.0,75.0,49.0,87.0,1.531245,0.40666667,0.39051095,0.26236263,0.56384742,0.16431925,0.48826292,0.018779343
39003013700,1251,97.0,99.0,96.0,93.0,96.0,85.0,34.0,88.0,1.6250168,0.44764188,0.33941606,0.29740259,0.58595192,0.31643003,0.59837729,0.010141988
39003013800,2951,91.0,82.0,99.0,87.0,89.0,80.0,46.0,93.0,1.3478826,0.21314809,0.41560283,0.23300439,0.66194838,0.16741271,0.54431516,0.017009849
39003013900,3391,40.0,45.0,34.0,44.0,61.0,44.0,21.0,28.0,-0.326177,0.094072543,0.08615049,0.08065208,0.28514963,0.061933536,0.26812688,0.0045317221
39003014000,3410,16.0,17.0,44.0,23.0,59.0,22.0,1.0,11.0,-1.0900704,0.044028949,0.10377359,0.046638656,0.2239956,0.058383234,0.16392216,0.0
39003014100,1489,97.0,95.0,98.0,84.0,96.0,94.0,51.0,94.0,1.6465222,0.3384822,0.37704918,0.21268657,0.6935252,0.32711622,0.76901007,0.020086084
39005970100,8535,52.0,70.0,26.0,66.0,69.0,12.0,44.0,50.0,0.029937712,0.16157001,0.071065992,0.13129066,0.3538993,0.075627677,0.11665646,0.015921617
39005970200,6175,70.0,90.0,34.0,74.0,56.0,28.0,84.0,50.0,0.57387173,0.27256465,0.086284608,0.15860285,0.35381114,0.053457577,0.1922511,0.066208929
39005970300,3858,54.0,41.0,52.0,71.0,80.0,55.0,36.0,21.0,0.088992201,0.084697321,0.1194605,0.14743841,0.26496616,0.10938511,0.33074433,0.011003236
39005970400,3426,76.0,78.0,81.0,75.0,68.0,57.0,75.0,14.0,0.78002447,0.19673088,0.20627803,0.16312385,0.23850085,0.0752149,0.34455588,0.044412609
39005970500,3502,86.0,86.0,94.0,64.0,88.0,90.0,1.0,79.0,1.1184659,0.24159209,0.30413222,0.1254562,0.48984331,0.15764864,0.68136275,0.0
39005970600,5476,48.0,57.0,38.0,31.0,71.0,35.0,53.0,67.0,-0.10509159,0.12284316,0.093973443,0.059153873,0.41781271,0.080794699,0.22384106,0.021854304
39005970700,5068,20.0,29.0,20.0,23.0,67.0,23.0,1.0,29.0,-0.94708264,0.063331991,0.06142322,0.045553736,0.28839442,0.073204421,0.17034991,0.0
39005970800,3972,36.0,13.0,63.0,52.0,74.0,64.0,1.0,24.0,-0.42642659,0.036782216,0.14484127,0.097413503,0.27251995,0.090594344,0.39526832,0.0
39005970900,4640,35.0,39.0,48.0,54.0,37.0,26.0,17.0,51.0,-0.47481701,0.082434185,0.11292835,0.10203443,0.35750854,0.031526547,0.18362832,0.001659292
39005971000,5032,34.0,32.0,39.0,62.0,36.0,30.0,42.0,26.0,-0.49380547,0.069744207,0.095524386,0.1216545,0.2790449,0.03048181,0.19960669,0.014749262
39005971100,3852,63.0,67.0,46.0,61.0,53.0,51.0,60.0,61.0,0.34585303,0.15241532,0.10765816,0.1180895,0.39077938,0.050105859,0.30769232,0.027522936
39007000101,4914,66.0,65.0,20.0,79.0,85.0,47.0,27.0,100.0,0.44192308,0.14462945,0.06177156,0.18100968,1.509576,0.13159746,0.28430682,0.0070372978
39007000102,3109,62.0,78.0,41.0,45.0,69.0,42.0,38.0,83.0,0.32496673,0.1929881,0.098560356,0.082857139,0.52560455,0.076811597,0.26014492,0.01231884
39007000103,3692,83.0,90.0,82.0,59.0,64.0,72.0,66.0,68.0,1.0131876,0.27297592,0.21344717,0.1132412,0.42261565,0.067321181,0.46213183,0.032959327
39007000200,4334,33.0,36.0,49.0,59.0,33.0,23.0,17.0,40.0,-0.53598589,0.075394928,0.11341853,0.11297853,0.32048872,0.028112451,0.16810097,0.0022948938
39007000300,2192,42.0,53.0,42.0,38.0,41.0,26.0,59.0,74.0,-0.24776082,0.11297853,0.099662162,0.070921987,0.45791584,0.035227273,0.18409091,0.026136363
39007000400,1710,85.0,84.0,36.0,78.0,91.0,81.0,58.0,92.0,1.1106684,0.22631261,0.088709675,0.17661692,0.65312499,0.18926175,0.55302012,0.025503356
39007000500,4358,69.0,77.0,78.0,40.0,74.0,55.0,41.0,77.0,0.53593856,0.18930702,0.19384058,0.073162511,0.4771623,0.089048676,0.3335177,0.013827434
39007000601,2681,92.0,89.0,83.0,79.0,76.0,81.0,86.0,94.0,1.3912921,0.26952526,0.21805792,0.18215159,0.70841122,0.096703298,0.55494505,0.072527476
39007000602,3525,68.0,74.0,82.0,56.0,72.0,44.0,26.0,78.0,0.4969773,0.17730497,0.21276596,0.10471977,0.47915331,0.084179103,0.26985076,0.0065671643
39007000603,4238,67.0,84.0,75.0,50.0,70.0,38.0,19.0,72.0,0.46526185,0.22688667,0.18143101,0.091653541,0.44157243,0.079577073,0.23817474,0.0038953812
39007000701,2929,96.0,99.0,78.0,85.0,94.0,88.0,58.0,97.0,1.6003022,0.46193239,0.19359331,0.21640316,0.81376147,0.24446142,0.64400303,0.025210084
39007000702,2619,42.0,39.0,25.0,70.0,67.0,15.0,34.0,91.0,-0.27110198,0.081422016,0.07027027,0.14537223,0.62443441,0.073377237,0.1335842,0.010348071
39007000703,3320,95.0,96.0,90.0,89.0,90.0,84.0,42.0,97.0,1.543371,0.36355421,0.26808509,0.25068244,0.8661859,0.17358491,0.59396225,0.014339623
39007000704,3587,84.0,85.0,75.0,75.0,90.0,65.0,37.0,90.0,1.0550581,0.23785311,0.18191268,0.16248098,0.60469937,0.17478152,0.39825219,0.011860175
39007000801,1630,64.0,66.0,61.0,50.0,66.0,48.0,59.0,81.0,0.37670839,0.14723927,0.14016172,0.092019543,0.50549453,0.070931852,0.2892907,0.026425591
39007000802,4883,75.0,75.0,62.0,71.0,88.0,69.0,1.0,85.0,0.75128311,0.18185584,0.14285715,0.14764738,0.539783,0.15664336,0.43170163,0.0
39007000900,4520,69.0,73.0,36.0,64.0,66.0,62.0,33.0,83.0,0.51670146,0.17455482,0.089617483,0.12700263,0.52355248,0.070957094,0.38063806,0.0099009899
39007001001,5419,52.0,71.0,70.0,47.0,27.0,23.0,33.0,84.0,0.028991023,0.16567717,0.16561845,0.085744627,0.53383458,0.022952531,0.16953573,0.0099113202
39007001002,3511,61.0,76.0,75.0,54.0,68.0,34.0,20.0,38.0,0.28019533,0.18463811,0.18281938,0.10174881,0.31591308,0.074906364,0.21722846,0.0044943821
39007001101,1772,49.0,69.0,16.0,67.0,48.0,8.0,33.0,90.0,-0.075128786,0.15777525,0.053304903,0.13507625,0.60634083,0.042699724,0.090909094,0.0096418737
39007001102,5693,56.0,74.0,67.0,43.0,52.0,38.0,23.0,48.0,0.13749655,0.1763754,0.15567087,0.078476481,0.34565216,0.048300538,0.23837209,0.0053667263
39007001200,7705,66.0,91.0,27.0,70.0,57.0,9.0,76.0,83.0,0.43166438,0.28397146,0.073056996,0.14382856,0.52253968,0.054820415,0.10056711,0.047258981
39007001301,3185,54.0,55.0,36.0,75.0,59.0,33.0,51.0,46.0,0.07958483,0.11783749,0.089914948,0.16492602,0.34143221,0.058614563,0.21314387,0.020426288
39007001302,3663,72.0,85.0,50.0,55.0,67.0,40.0,81.0,92.0,0.64881188,0.23445632,0.11694511,0.10438144,0.64669263,0.072065376,0.24591382,0.056463595
39007001400,8641,66.0,59.0,16.0,91.0,92.0,33.0,80.0,61.0,0.42669541,0.12891129,0.052765094,0.273909,0.39446542,0.2036563,0.21499085,0.053747714
39007990000,0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39009972600,4320,85.0,95.0,71.0,81.0,69.0,54.0,42.0,99.0,1.078029,0.34055439,0.16742909,0.19085488,0.99931222,0.075903617,0.32650602,0.014457831
39009972700,4169,81.0,92.0,53.0,70.0,64.0,65.0,46.0,93.0,0.95128977,0.29959124,0.12159329,0.14395973,0.66826665,0.067010306,0.40399486,0.016752576
39009972800,4377,83.0,94.0,55.0,63.0,73.0,69.0,48.0,97.0,1.0144392,0.33025885,0.12562814,0.1238309,0.82671648,0.086986303,0.43219179,0.018493151
39009972900,5711,83.0,94.0,27.0,56.0,89.0,81.0,53.0,89.0,1.0095574,0.33028674,0.074303403,0.10573433,0.59772646,0.16872938,0.55321783,0.021864686
39009973000,3660,54.0,84.0,44.0,1.0,52.0,71.0,27.0,22.0,0.075759031,0.22814208,0.10385757,0.0052281367,0.26856172,0.048262548,0.45431146,0.007078507
39009973101,4724,90.0,100.0,47.0,49.0,91.0,100.0,59.0,96.0,1.3034343,0.6882453,0.11111111,0.089855075,0.75510806,0.18668407,0.98433423,0.02610966
39009973200,5127,68.0,86.0,32.0,48.0,39.0,69.0,35.0,86.0,0.50804752,0.24635395,0.083514102,0.087934561,0.55454183,0.03372591,0.43683085,0.010706638
39009973300,3682,59.0,80.0,57.0,10.0,54.0,59.0,56.0,65.0,0.23449175,0.20246576,0.1323043,0.0260181,0.4121722,0.05082592,0.35959339,0.023506988
39009973400,3628,88.0,93.0,88.0,67.0,73.0,69.0,65.0,88.0,1.1896439,0.3062937,0.24691358,0.13396947,0.58404744,0.085714288,0.43116882,0.031818181
39009973500,3601,66.0,82.0,88.0,60.0,29.0,46.0,1.0,80.0,0.42854702,0.21716189,0.24782188,0.1161859,0.50033402,0.024623804,0.27975377,0.0
39009973600,3931,55.0,65.0,34.0,64.0,35.0,34.0,50.0,84.0,0.1099904,0.14629726,0.085513078,0.12451737,0.53195268,0.030191004,0.2193469,0.019716574
39009973700,4311,51.0,73.0,55.0,45.0,47.0,12.0,53.0,68.0,-0.0012433022,0.17160177,0.12569833,0.082014851,0.42472583,0.042042043,0.11771772,0.021621622
39009973800,4839,62.0,66.0,75.0,32.0,62.0,47.0,71.0,90.0,0.32488185,0.14748649,0.18162544,0.059821926,0.60519367,0.0625,0.28709349,0.039634146
39009973901,6271,82.0,100.0,22.0,22.0,81.0,100.0,61.0,99.0,0.97357082,0.78813559,0.063829787,0.045454547,1.0466284,0.11521739,0.99347824,0.02826087
39009973902,3566,75.0,100.0,21.0,6.0,90.0,98.0,22.0,95.0,0.74541408,0.74271673,0.0625,0.018335683,0.72023809,0.17023446,0.89602447,0.0050968397
39011040100,3983,28.0,34.0,32.0,49.0,28.0,15.0,40.0,54.0,-0.68932849,0.071809188,0.082644626,0.090909094,0.36510417,0.023611998,0.13209955,0.013401404
39011040200,4321,53.0,59.0,62.0,34.0,66.0,45.0,62.0,31.0,0.043297801,0.12821129,0.14198005,0.063690089,0.29536059,0.069560379,0.27156371,0.0294936
39011040300,3638,75.0,76.0,90.0,66.0,53.0,70.0,55.0,21.0,0.71969861,0.18687983,0.26371309,0.13041556,0.2645956,0.049492385,0.43972081,0.02284264
39011040400,6373,45.0,45.0,84.0,41.0,67.0,48.0,1.0,15.0,-0.18669832,0.094327495,0.22457626,0.075667329,0.2421084,0.073095404,0.28963622,0.0
39011040500,5163,16.0,21.0,34.0,22.0,29.0,12.0,59.0,26.0,-1.0815508,0.050914094,0.086435333,0.045106616,0.27983871,0.024285715,0.11523809,0.026666667
39011040600,3602,64.0,60.0,82.0,56.0,65.0,55.0,62.0,33.0,0.38057396,0.12926897,0.21047331,0.10509839,0.29938787,0.067440175,0.33284989,0.029006526
39011040900,3719,3.0,7.0,9.0,14.0,11.0,24.0,1.0,4.0,-1.6170261,0.026131466,0.036893204,0.03229665,0.18291506,0.009702458,0.17141008,0.0
39011041000,3685,6.0,5.0,13.0,24.0,11.0,21.0,32.0,1.0,-1.4910668,0.021787709,0.047570851,0.047986988,0.12704082,0.0094271209,0.16171138,0.0094271209
39011041100,4023,15.0,23.0,18.0,35.0,13.0,25.0,32.0,7.0,-1.1007493,0.054436989,0.057803467,0.064888246,0.20522217,0.011349306,0.17906684,0.0094577549
39011041201,1711,53.0,61.0,42.0,52.0,51.0,56.0,25.0,28.0,0.040538352,0.13289237,0.1,0.095932461,0.28552097,0.047445256,0.33819953,0.0060827252
39011041202,5511,34.0,30.0,41.0,45.0,64.0,44.0,23.0,11.0,-0.50613666,0.065618716,0.097931035,0.082847141,0.22605504,0.066156618,0.27047706,0.0054005398
39013010100,4176,69.0,70.0,64.0,70.0,74.0,54.0,18.0,70.0,0.52799749,0.16065735,0.14985014,0.14392705,0.43458647,0.089022391,0.32386672,0.0027307482
39013010200,3297,66.0,77.0,65.0,54.0,78.0,48.0,1.0,73.0,0.4267146,0.18835305,0.15025252,0.10225505,0.45124555,0.1014772,0.28965959,0.0
39013010300,3460,10.0,16.0,10.0,34.0,33.0,6.0,1.0,41.0,-1.3168944,0.04250953,0.039100684,0.064356439,0.32377312,0.027429467,0.073667713,0.0
39013010600,3960,38.0,50.0,49.0,27.0,47.0,34.0,25.0,61.0,-0.38390929,0.10377601,0.1144958,0.053378128,0.39130434,0.041811846,0.22090593,0.0062717772
39013010700,2409,34.0,46.0,13.0,54.0,43.0,26.0,1.0,66.0,-0.50896388,0.096855342,0.046224963,0.10081112,0.41355345,0.038014784,0.18057021,0.0
39013010802,1934,49.0,49.0,60.0,42.0,49.0,34.0,59.0,88.0,-0.073508538,0.10305541,0.13725491,0.077208608,0.57590359,0.044328552,0.21903521,0.02607562
39013010900,6900,34.0,38.0,40.0,48.0,64.0,23.0,1.0,65.0,-0.49565843,0.079343773,0.097445041,0.088452086,0.4101266,0.066515498,0.1696901,0.0
39013011000,4751,66.0,78.0,58.0,64.0,72.0,27.0,30.0,93.0,0.42685908,0.1953273,0.13374126,0.12672259,0.66085488,0.084552847,0.18807589,0.008130081
39013011200,3167,20.0,33.0,12.0,13.0,54.0,16.0,30.0,78.0,-0.91752493,0.070729397,0.045667447,0.029739777,0.48619959,0.050730206,0.13451192,0.0084550343
39013011300,4005,26.0,13.0,65.0,29.0,61.0,37.0,20.0,55.0,-0.73632389,0.0374455,0.15188679,0.055555556,0.3706193,0.062203791,0.23341233,0.0041469196
39013011400,4348,47.0,71.0,57.0,40.0,36.0,24.0,1.0,89.0,-0.11318591,0.16391537,0.13138686,0.073907457,0.59197706,0.030586766,0.17540574,0.0
39013011500,1700,77.0,71.0,49.0,79.0,87.0,68.0,36.0,86.0,0.80250335,0.16666667,0.11488251,0.18039539,0.55886525,0.14449213,0.42060086,0.011444922
39013011600,1142,90.0,99.0,91.0,83.0,95.0,64.0,1.0,96.0,1.2799937,0.4367311,0.27586207,0.2060606,0.75211865,0.26857144,0.39238095,0.0
39013011700,1255,81.0,87.0,90.0,44.0,85.0,83.0,23.0,74.0,0.94992965,0.25258964,0.26086956,0.081367925,0.45868465,0.13153154,0.57297295,0.0054054055
39013011900,3224,41.0,47.0,68.0,46.0,50.0,38.0,1.0,29.0,-0.30163309,0.097084366,0.15933412,0.084037162,0.28698981,0.045088567,0.23832528,0.0
39013012000,2387,76.0,82.0,81.0,60.0,71.0,48.0,57.0,89.0,0.77032506,0.21658987,0.20632279,0.11455108,0.58747858,0.080225989,0.28926554,0.024858758
39013012100,1316,92.0,95.0,90.0,81.0,96.0,86.0,1.0,85.0,1.3631142,0.33877552,0.26106194,0.1942029,0.54527557,0.29520866,0.62132919,0.0
39013012200,6027,30.0,27.0,45.0,82.0,17.0,5.0,1.0,100.0,-0.61644936,0.06057661,0.10638298,0.19656412,2.1710441,0.014847161,0.071615718,0.0
39013012300,4170,27.0,20.0,55.0,28.0,54.0,43.0,1.0,60.0,-0.71683323,0.048195813,0.12609971,0.053878609,0.38773441,0.050530255,0.26076108,0.0
39013012400,4396,28.0,44.0,20.0,18.0,44.0,37.0,1.0,69.0,-0.68383396,0.091483384,0.061442565,0.038393904,0.42879745,0.038305283,0.23215322,0.0
39015951201,4368,26.0,40.0,24.0,41.0,16.0,27.0,23.0,34.0,-0.74981201,0.084555455,0.068438001,0.075483873,0.30352646,0.014220705,0.18486917,0.0056882822
39015951202,4826,38.0,46.0,11.0,56.0,38.0,18.0,61.0,77.0,-0.38511512,0.094887443,0.042760689,0.10585656,0.47608304,0.032741398,0.14428413,0.027746947
39015951300,7487,58.0,58.0,56.0,68.0,52.0,52.0,29.0,42.0,0.19198614,0.12518568,0.12969121,0.13780048,0.32787764,0.048703354,0.31562302,0.0079063885
39015951400,4449,70.0,78.0,90.0,68.0,42.0,49.0,17.0,79.0,0.56585145,0.19397618,0.26361656,0.13750851,0.49061522,0.036516853,0.29662922,0.0016853933
39015951500,5296,61.0,75.0,74.0,61.0,43.0,26.0,41.0,69.0,0.2818315,0.18028116,0.18040918,0.11822392,0.42790878,0.037997317,0.1837282,0.013857845
39015951600,3452,74.0,72.0,21.0,75.0,77.0,61.0,74.0,88.0,0.69674689,0.16926368,0.062124249,0.16517524,0.58654571,0.098619327,0.36883628,0.044049967
39015951700,2670,72.0,77.0,78.0,59.0,69.0,65.0,19.0,50.0,0.61589497,0.19063671,0.19325551,0.11280316,0.35355148,0.077747986,0.40214476,0.0035746202
39015951800,5032,79.0,88.0,87.0,46.0,92.0,71.0,1.0,90.0,0.87020749,0.25742364,0.23781998,0.084534369,0.61768222,0.19675262,0.44985673,0.0
39015951900,5992,49.0,57.0,37.0,70.0,34.0,28.0,59.0,44.0,-0.049776688,0.12193085,0.091933571,0.14534461,0.3322894,0.02843803,0.19227505,0.026740238
39017000100,5268,60.0,74.0,88.0,36.0,43.0,51.0,39.0,43.0,0.26826128,0.17812917,0.24981685,0.066201031,0.33179545,0.03729488,0.30830434,0.012928891
39017000200,3974,79.0,70.0,84.0,72.0,66.0,78.0,48.0,69.0,0.86430633,0.16120081,0.2244143,0.15198556,0.42945662,0.070236042,0.51237768,0.018422568
39017000300,3171,95.0,95.0,94.0,66.0,94.0,87.0,79.0,89.0,1.5017781,0.34619033,0.29901269,0.13175502,0.59560442,0.23088685,0.63685018,0.052752294
39017000400,4554,99.0,94.0,97.0,95.0,93.0,90.0,86.0,99.0,1.7829893,0.32281554,0.34852216,0.32990399,1.160987,0.21690862,0.68061489,0.073441505
39017000500,4555,85.0,81.0,83.0,73.0,77.0,81.0,41.0,86.0,1.0961101,0.21046746,0.21758839,0.15429156,0.55808204,0.097944379,0.54715842,0.013905684
39017000600,5010,92.0,89.0,92.0,87.0,77.0,78.0,62.0,83.0,1.3727697,0.26945624,0.28227195,0.22922164,0.52104616,0.10005621,0.51208544,0.028667791
39017001001,5624,34.0,18.0,67.0,52.0,29.0,54.0,33.0,28.0,-0.50381142,0.04630132,0.15636823,0.096144341,0.28445229,0.024180328,0.32868853,0.0098360656
39017001002,4981,51.0,45.0,70.0,38.0,84.0,61.0,1.0,53.0,-0.0089650126,0.093153983,0.16528925,0.070110701,0.36401674,0.12641747,0.37505251,0.0
39017001100,4290,86.0,81.0,87.0,68.0,84.0,81.0,54.0,82.0,1.1311165,0.21020456,0.23892894,0.13705584,0.51153845,0.13020559,0.54507118,0.022140222
39017001300,4634,38.0,47.0,68.0,31.0,52.0,41.0,1.0,30.0,-0.38164607,0.098893806,0.15926236,0.05836444,0.29028022,0.048214287,0.25416666,0.0
39017010101,6883,80.0,100.0,16.0,41.0,76.0,99.0,1.0,98.0,0.88869888,0.75258237,0.052959502,0.075489283,0.9316597,0.096669376,0.93257517,0.0
39017010102,3557,73.0,89.0,57.0,34.0,70.0,66.0,48.0,81.0,0.66569132,0.26651672,0.13065326,0.064096607,0.50785971,0.078279264,0.40691113,0.018335683
39017010103,6106,70.0,88.0,63.0,22.0,74.0,81.0,1.0,69.0,0.55563051,0.25965843,0.14522494,0.044207316,0.42693499,0.090512544,0.55216283,0.0
39017010104,4867,49.0,100.0,1.0,1.0,1.0,63.0,1.0,99.0,-0.058686487,0.79545456,0.0,0.0,1.0992907,0.0,0.38461539,0.0
39017010201,2037,22.0,1.0,1.0,57.0,1.0,72.0,1.0,99.0,-0.85108811,0.0,0.0,0.10869565,1.1327573,0.0,0.45833334,0.0
39017010202,4349,19.0,31.0,15.0,41.0,18.0,18.0,27.0,29.0,-0.96435988,0.067128025,0.052193645,0.076319098,0.28790534,0.015267176,0.14445096,0.0070463889
39017010203,5763,15.0,7.0,37.0,49.0,29.0,6.0,58.0,21.0,-1.108456,0.0255647,0.090584882,0.090544872,0.26184794,0.02464403,0.077765606,0.025739321
39017010301,4663,35.0,59.0,25.0,45.0,30.0,15.0,23.0,58.0,-0.45421198,0.12796834,0.069819823,0.082330592,0.38156763,0.025308643,0.13271604,0.0055555557
39017010302,3695,17.0,9.0,17.0,62.0,28.0,21.0,17.0,34.0,-1.0378163,0.029239766,0.055214725,0.12045366,0.30221519,0.023809524,0.16190477,0.0023809525
39017010500,2590,83.0,77.0,88.0,88.0,54.0,65.0,72.0,77.0,1.0290833,0.19140625,0.24801272,0.2434631,0.47763577,0.051167965,0.39822024,0.04115684
39017010600,3678,26.0,10.0,51.0,71.0,28.0,17.0,41.0,55.0,-0.74017465,0.032354541,0.11729623,0.14780508,0.37152579,0.023703704,0.14222223,0.014074074
39017010800,6647,21.0,32.0,22.0,28.0,19.0,22.0,38.0,62.0,-0.88284892,0.06905371,0.064584434,0.054358013,0.39570758,0.016072979,0.16550826,0.012163336
39017010901,4276,40.0,30.0,27.0,43.0,71.0,60.0,50.0,18.0,-0.32606289,0.065949485,0.074317969,0.079534434,0.25143754,0.081834011,0.36448056,0.019733023
39017010903,5071,11.0,14.0,64.0,25.0,9.0,22.0,1.0,2.0,-1.2576692,0.039045554,0.14956647,0.049819928,0.16298343,0.0077002053,0.16427104,0.0
39017010904,3463,32.0,12.0,77.0,51.0,26.0,49.0,32.0,50.0,-0.55733144,0.036123347,0.18895966,0.094098881,0.35228679,0.021443889,0.29306647,0.009292352
39017010906,7676,83.0,70.0,69.0,78.0,78.0,84.0,83.0,50.0,1.008732,0.16005453,0.16383851,0.17893453,0.35309759,0.10080224,0.58562958,0.062085804
