CTFP,CensusTract_population,SDI_score,PovertyLT100_FPL_score,Single_Parent_Fam_score,Education_LT12years_score,HHNo_Vehicle_score,HHRenter_Occupied_score,HHCrowding_score,Nonemployed_score,sdi,pct_Poverty_LT100,pct_Single_Parent_Fam,pct_Education_LT12years,pct_NonEmployed,pctHH_No_Vehicle,pctHH_Renter_Occupied,pctHH_Crowding
39035130104,4140,2.0,4.0,37.0,5.0,14.0,4.0,1.0,17.0,-1.7341157,0.019323671,0.091795288,0.016588531,0.24862431,0.01194426,0.063039154,0.0
39035130105,3431,12.0,21.0,57.0,2.0,53.0,17.0,1.0,11.0,-1.2111074,0.050714079,0.1319053,0.0086169755,0.22595596,0.049930651,0.13938974,0.0
39035130106,3343,6.0,12.0,9.0,17.0,32.0,8.0,39.0,2.0,-1.4643152,0.035596769,0.038418081,0.036363635,0.15759955,0.026722925,0.090014063,0.012658228
39035131102,3320,25.0,21.0,67.0,15.0,36.0,50.0,23.0,26.0,-0.78321087,0.050000001,0.15585893,0.033664882,0.27963918,0.031029619,0.30324399,0.0056417491
39035131103,4212,7.0,11.0,21.0,23.0,28.0,4.0,25.0,18.0,-1.4390951,0.033753268,0.063102543,0.045825932,0.25462013,0.023208192,0.055972695,0.0061433446
39035131104,4131,46.0,13.0,24.0,28.0,93.0,90.0,71.0,78.0,-0.15382367,0.037800688,0.068027213,0.054252613,0.47936785,0.21256039,0.68491679,0.038647342
39035132100,4402,48.0,33.0,74.0,34.0,83.0,74.0,1.0,50.0,-0.087763496,0.071038254,0.17941712,0.063275039,0.35407621,0.12182741,0.47614214,0.0
39035132200,3331,70.0,65.0,92.0,53.0,61.0,50.0,78.0,90.0,0.57755566,0.14440107,0.28314918,0.098440543,0.60318607,0.061106525,0.30222955,0.050371595
39035132301,2981,49.0,36.0,81.0,38.0,66.0,87.0,1.0,7.0,-0.050804369,0.076819859,0.20549928,0.070325904,0.20552884,0.069712944,0.62741649,0.0
39035132302,1917,81.0,74.0,95.0,61.0,90.0,76.0,72.0,40.0,0.96301395,0.17579551,0.31775701,0.11671687,0.32125369,0.17857143,0.49369746,0.040966388
39035133103,3427,82.0,76.0,85.0,53.0,81.0,86.0,83.0,45.0,0.97572786,0.18500146,0.22685789,0.099309817,0.33773088,0.11411246,0.61797136,0.061190739
39035133104,2383,88.0,85.0,100.0,67.0,94.0,94.0,26.0,52.0,1.2214824,0.23471569,0.46365422,0.13344316,0.36009353,0.24481605,0.761204,0.0066889632
39035134100,1474,47.0,39.0,31.0,47.0,47.0,80.0,42.0,18.0,-0.12457451,0.081694402,0.080586083,0.086916745,0.25321338,0.041533545,0.54153353,0.014376997
39035134203,3346,2.0,4.0,37.0,10.0,10.0,7.0,1.0,3.0,-1.7190983,0.01942618,0.091006421,0.025505716,0.17717206,0.008842444,0.087620579,0.0
39035134204,4269,70.0,68.0,76.0,43.0,82.0,73.0,51.0,51.0,0.58103567,0.15340464,0.18539977,0.078628331,0.35707965,0.11985597,0.46656379,0.020061728
39035134205,2406,10.0,15.0,28.0,25.0,1.0,26.0,24.0,14.0,-1.2908051,0.040016674,0.075524479,0.048818089,0.23733938,0.0,0.18138652,0.0056980057
39035134206,2930,46.0,67.0,52.0,40.0,27.0,29.0,44.0,49.0,-0.14283474,0.151463,0.11972789,0.073104694,0.35099792,0.023034154,0.19777602,0.015885623
39035134300,4363,80.0,88.0,42.0,70.0,80.0,68.0,33.0,85.0,0.88923484,0.25480768,0.10061602,0.14429928,0.5463472,0.11100478,0.42488039,0.0095693776
39035135103,2019,14.0,6.0,35.0,8.0,81.0,37.0,1.0,29.0,-1.1352909,0.022783557,0.087499999,0.022167487,0.28799999,0.11516854,0.2340824,0.0
39035135104,4292,4.0,9.0,15.0,8.0,27.0,4.0,1.0,55.0,-1.5957437,0.030055918,0.051779937,0.021662951,0.36865896,0.022374146,0.059042882,0.0
39035135105,5730,16.0,35.0,25.0,3.0,40.0,26.0,1.0,40.0,-1.0625348,0.074119933,0.069796167,0.010617761,0.32154697,0.034055728,0.18133569,0.0
39035135106,1496,2.0,1.0,4.0,3.0,42.0,11.0,1.0,28.0,-1.7237436,0.0086898394,0.022821577,0.011784512,0.28631285,0.036605656,0.10815307,0.0
39035136101,6013,9.0,6.0,39.0,6.0,12.0,46.0,23.0,1.0,-1.338486,0.024325226,0.095917046,0.018914659,0.12711403,0.010744721,0.27676916,0.0055576139
39035136102,7320,7.0,4.0,44.0,12.0,21.0,30.0,1.0,2.0,-1.4524039,0.018032787,0.10344828,0.028739003,0.15053242,0.01759134,0.19857916,0.0
39035136103,5862,4.0,1.0,19.0,17.0,12.0,1.0,58.0,28.0,-1.5923176,0.0061263787,0.059090909,0.036387097,0.28533599,0.010167768,0.021352313,0.02541942
39035137101,2304,81.0,70.0,81.0,54.0,87.0,90.0,67.0,59.0,0.92933798,0.16145833,0.20871143,0.10097087,0.38610902,0.14818025,0.68370885,0.033795495
39035137102,4480,68.0,63.0,75.0,60.0,64.0,77.0,28.0,33.0,0.49365041,0.13820402,0.18394025,0.11441355,0.29917225,0.065865137,0.50339782,0.0073183482
39035137103,3989,41.0,37.0,49.0,60.0,47.0,44.0,34.0,22.0,-0.28212717,0.077869885,0.11522634,0.11392833,0.26808101,0.041863207,0.26768869,0.010023585
39035138105,1332,65.0,72.0,95.0,58.0,36.0,65.0,1.0,42.0,0.40575013,0.17034221,0.32378224,0.11071429,0.32847896,0.03068592,0.39711192,0.0
39035138106,3289,66.0,73.0,86.0,44.0,64.0,47.0,71.0,36.0,0.4396641,0.17330496,0.23399559,0.081104398,0.30917591,0.065779172,0.2826938,0.039154269
39035138107,2030,44.0,48.0,43.0,75.0,32.0,15.0,73.0,32.0,-0.20210002,0.10049261,0.10147601,0.16147308,0.29755178,0.027237354,0.13359274,0.042801555
39035138108,3669,30.0,44.0,51.0,51.0,20.0,15.0,24.0,25.0,-0.61296731,0.091505051,0.11794872,0.094579846,0.27633587,0.017385704,0.13007084,0.0057952348
39035138109,4008,59.0,61.0,62.0,68.0,64.0,43.0,56.0,8.0,0.23597184,0.13248503,0.14259598,0.13674638,0.21101774,0.06589786,0.26249313,0.023613399
39035138110,4289,44.0,44.0,20.0,63.0,70.0,32.0,49.0,42.0,-0.19506751,0.091899574,0.060337178,0.12204597,0.3281478,0.079552516,0.21006836,0.018645121
39035140100,1543,53.0,63.0,82.0,57.0,61.0,17.0,1.0,85.0,0.045077071,0.13858165,0.21113689,0.10893854,0.54677206,0.062176164,0.13989638,0.0
39035140301,2483,86.0,94.0,93.0,52.0,80.0,65.0,71.0,94.0,1.1352038,0.32254148,0.29480737,0.095830284,0.6845842,0.10900474,0.40165877,0.039099526
39035140302,2327,42.0,66.0,44.0,2.0,76.0,53.0,1.0,21.0,-0.2754437,0.14825957,0.10447761,0.0083870972,0.26413345,0.094449855,0.32035053,0.0
39035140400,3087,82.0,78.0,91.0,70.0,85.0,61.0,69.0,68.0,0.98155588,0.1930677,0.27220955,0.14479639,0.4224138,0.13464567,0.37401575,0.037007876
39035140500,3445,72.0,76.0,99.0,34.0,88.0,81.0,1.0,50.0,0.64466923,0.18577649,0.43676814,0.063129,0.35392955,0.15577191,0.55006957,0.0
39035140600,997,57.0,77.0,44.0,53.0,71.0,48.0,1.0,5.0,0.16074477,0.18956871,0.1031746,0.097855225,0.19039451,0.080831409,0.29099306,0.0
39035140701,2632,84.0,97.0,94.0,54.0,86.0,73.0,1.0,77.0,1.0385523,0.38458574,0.29984051,0.10136452,0.47556245,0.14185111,0.47183099,0.0
39035140702,1647,93.0,95.0,96.0,65.0,91.0,81.0,92.0,66.0,1.4300146,0.33658537,0.32664755,0.12882298,0.41228071,0.19119669,0.5502063,0.10178817
39035140800,3751,61.0,63.0,29.0,16.0,90.0,84.0,42.0,75.0,0.27434483,0.13845742,0.078014188,0.035925612,0.46120059,0.17427123,0.58618504,0.014575412
39035140900,2060,43.0,66.0,60.0,12.0,41.0,50.0,1.0,49.0,-0.24095893,0.14688715,0.13878328,0.028922632,0.34818652,0.035294119,0.29934642,0.0
39035141000,848,93.0,96.0,98.0,53.0,95.0,99.0,74.0,48.0,1.4261503,0.35849056,0.37857142,0.097807758,0.34727272,0.26436782,0.94942528,0.043678161
39035141100,4007,66.0,92.0,1.0,9.0,85.0,95.0,1.0,73.0,0.43298945,0.30247068,0.0,0.023051592,0.45114699,0.13114055,0.79410511,0.0
39035141200,2890,34.0,39.0,25.0,1.0,57.0,76.0,26.0,37.0,-0.49420336,0.081660897,0.070336394,0.0,0.31391963,0.055555556,0.49735451,0.0066137565
39035141300,2873,54.0,75.0,14.0,7.0,48.0,69.0,64.0,80.0,0.091527529,0.18057455,0.049040511,0.020763563,0.49969679,0.042704627,0.43297747,0.03084223
39035141400,2503,7.0,21.0,20.0,9.0,16.0,6.0,1.0,68.0,-1.4124895,0.05025338,0.061285499,0.022803115,0.42253521,0.014038877,0.077753782,0.0
39035141500,1596,28.0,26.0,37.0,6.0,60.0,75.0,1.0,18.0,-0.68978715,0.058897242,0.091954023,0.018456375,0.25259876,0.059459459,0.49054053,0.0
39035141601,1542,7.0,9.0,72.0,4.0,1.0,24.0,1.0,10.0,-1.4503422,0.029182879,0.17060368,0.013169447,0.22116528,0.0,0.17485549,0.0
39035141602,1399,58.0,73.0,69.0,37.0,63.0,52.0,1.0,57.0,0.19709453,0.17369549,0.16237113,0.069207624,0.37755102,0.064846419,0.31228667,0.0
39035141700,1337,7.0,15.0,37.0,1.0,28.0,14.0,33.0,9.0,-1.4093395,0.040121119,0.091644205,0.0049115913,0.21380244,0.02306425,0.12850082,0.0098846788
39035150100,2244,88.0,88.0,98.0,67.0,95.0,83.0,1.0,96.0,1.1927502,0.26084971,0.3764706,0.1346522,0.76013142,0.26415095,0.57924527,0.0
39035150300,1321,97.0,95.0,95.0,88.0,93.0,84.0,70.0,85.0,1.6099604,0.337623,0.31693989,0.24402907,0.54326922,0.22468354,0.58702534,0.037974682
39035150400,1679,97.0,99.0,96.0,90.0,96.0,83.0,55.0,88.0,1.6479036,0.46396664,0.33418366,0.25345623,0.58373207,0.29228243,0.57307059,0.022988506
39035151100,1283,98.0,96.0,98.0,83.0,93.0,94.0,79.0,80.0,1.691262,0.36854646,0.39568347,0.20401338,0.50075418,0.20962733,0.75621116,0.05279503
39035151200,1799,97.0,99.0,100.0,68.0,98.0,98.0,58.0,94.0,1.644996,0.46193182,0.46176469,0.13654618,0.6886161,0.44433963,0.8698113,0.025471698
39035151300,2028,84.0,95.0,11.0,74.0,98.0,90.0,1.0,99.0,1.0745901,0.33690414,0.042492919,0.1611682,1.2694064,0.42890626,0.67812502,0.0
39035151400,1179,82.0,86.0,72.0,74.0,94.0,67.0,1.0,96.0,0.98846912,0.24204947,0.17230769,0.16044399,0.78472221,0.24796748,0.41666666,0.0
39035151500,1122,96.0,99.0,100.0,87.0,99.0,92.0,1.0,91.0,1.5723007,0.45374879,0.47232473,0.23207776,0.62566847,0.50627613,0.72175729,0.0
39035151600,1686,99.0,99.0,100.0,75.0,97.0,99.0,86.0,93.0,1.781978,0.4507803,0.61068702,0.16522679,0.66020674,0.38616353,0.92327046,0.071698114
39035151700,1013,89.0,98.0,95.0,65.0,97.0,77.0,1.0,91.0,1.2457415,0.40276408,0.31578946,0.12941177,0.62234044,0.3490566,0.50943398,0.0
39035151800,1846,94.0,96.0,100.0,78.0,98.0,93.0,1.0,96.0,1.4796506,0.37095889,0.47683924,0.1746988,0.76227391,0.43758214,0.74770039,0.0
39035152101,2389,1.0,1.0,18.0,3.0,12.0,6.0,30.0,21.0,-1.7603811,0.0083717033,0.056488551,0.011406844,0.26319703,0.01048218,0.075471699,0.0083857439
39035152102,4016,62.0,57.0,95.0,62.0,71.0,51.0,20.0,41.0,0.3243216,0.12243878,0.31607929,0.12115733,0.32524273,0.080762759,0.30678633,0.0044868202
39035152201,3425,92.0,94.0,97.0,62.0,95.0,98.0,37.0,66.0,1.3877069,0.31970802,0.34705076,0.11940911,0.41597077,0.28679818,0.89428425,0.011633788
39035152202,4350,72.0,73.0,93.0,50.0,86.0,76.0,1.0,37.0,0.62786376,0.17494252,0.29109275,0.093139,0.31371701,0.14085239,0.493763,0.0
39035152301,2340,73.0,78.0,94.0,33.0,82.0,90.0,1.0,32.0,0.65150797,0.19444445,0.29978585,0.062576689,0.29733726,0.11863118,0.67756653,0.0
39035152302,4091,58.0,79.0,75.0,29.0,33.0,45.0,37.0,65.0,0.18433847,0.19990201,0.18361582,0.055302765,0.41135457,0.027846534,0.27660891,0.011757426
39035152303,3434,63.0,60.0,86.0,52.0,72.0,68.0,1.0,42.0,0.33780655,0.1304601,0.23220536,0.096235931,0.32638037,0.083485678,0.4216941,0.0
39035152400,2003,73.0,87.0,97.0,34.0,59.0,59.0,36.0,82.0,0.6616708,0.24663006,0.3482143,0.063122921,0.51177728,0.058091287,0.35684648,0.011065007
39035152501,3809,83.0,90.0,92.0,61.0,91.0,72.0,1.0,80.0,1.0116409,0.2774598,0.2816568,0.11852466,0.49590388,0.18198875,0.46278924,0.0
39035152502,2219,82.0,92.0,97.0,49.0,92.0,79.0,1.0,67.0,0.99685013,0.29286376,0.35590279,0.091223218,0.41892833,0.20162933,0.53360486,0.0
39035152603,1124,83.0,89.0,94.0,53.0,84.0,84.0,1.0,91.0,1.0365272,0.26868328,0.30215827,0.098201938,0.63056093,0.12678936,0.58895707,0.0
39035152604,3901,82.0,82.0,77.0,59.0,97.0,87.0,1.0,81.0,0.97942638,0.21404769,0.19148937,0.11217184,0.50747162,0.36343116,0.63566589,0.0
39035152701,2257,97.0,96.0,87.0,89.0,99.0,99.0,22.0,99.0,1.6326599,0.35600579,0.24200913,0.25237644,1.1283784,0.54140913,0.92707044,0.0049443757
39035152702,2240,58.0,61.0,77.0,36.0,73.0,54.0,32.0,44.0,0.18267177,0.13442326,0.19047619,0.066342056,0.33358097,0.087525152,0.32595575,0.0090543255
39035152703,1755,37.0,41.0,79.0,42.0,35.0,43.0,1.0,19.0,-0.41031989,0.086008482,0.19949494,0.077891424,0.25770926,0.029677419,0.26322579,0.0
39035153103,2297,8.0,20.0,16.0,6.0,35.0,20.0,1.0,17.0,-1.3879856,0.04932344,0.054135337,0.018983807,0.24907063,0.030090271,0.15346038,0.0
39035153104,2927,31.0,44.0,58.0,24.0,52.0,14.0,56.0,18.0,-0.59170437,0.092218034,0.13341494,0.047595438,0.25135624,0.047698744,0.12635984,0.024267782
39035153105,3656,62.0,63.0,70.0,38.0,78.0,73.0,21.0,32.0,0.30904233,0.13841496,0.16725978,0.069767445,0.29594862,0.1012035,0.46991247,0.0049234135
39035153106,3878,10.0,9.0,32.0,25.0,36.0,27.0,1.0,2.0,-1.2982378,0.030484628,0.081871346,0.050223213,0.15502478,0.03069577,0.18758526,0.0
39035153107,3545,33.0,43.0,23.0,11.0,74.0,59.0,17.0,6.0,-0.53432268,0.090573534,0.066017315,0.0269552,0.19672996,0.08948005,0.3585248,0.0012091899
39035154100,2038,75.0,82.0,95.0,66.0,75.0,63.0,1.0,40.0,0.73369437,0.21491659,0.32239383,0.1306273,0.32292524,0.092848182,0.38519448,0.0
39035154200,1337,89.0,93.0,100.0,50.0,81.0,82.0,70.0,85.0,1.2501811,0.31488407,0.49152541,0.093500569,0.54639173,0.11251981,0.56735343,0.038034864
39035154300,993,92.0,96.0,84.0,89.0,95.0,79.0,1.0,87.0,1.3586134,0.36656597,0.22395833,0.24534687,0.56358379,0.27393618,0.52659577,0.0
39035154400,2797,72.0,59.0,86.0,73.0,77.0,58.0,45.0,76.0,0.628721,0.12727922,0.23564065,0.15462814,0.47050849,0.099038459,0.35384616,0.016346155
39035154501,3374,82.0,87.0,88.0,64.0,86.0,71.0,40.0,36.0,0.96977502,0.24811321,0.24483776,0.12556422,0.31091371,0.14100906,0.45407504,0.013583441
39035154502,2650,47.0,38.0,86.0,46.0,71.0,56.0,1.0,26.0,-0.12851916,0.079622641,0.2351387,0.084728561,0.27863577,0.08213716,0.33971292,0.0
39035154601,4827,67.0,76.0,68.0,64.0,81.0,56.0,1.0,20.0,0.46075365,0.18369988,0.16079924,0.12577502,0.26115134,0.11568938,0.33650291,0.0
39035154603,3084,53.0,51.0,92.0,57.0,61.0,48.0,1.0,26.0,0.043963578,0.10755149,0.28158844,0.10737259,0.27845883,0.061501596,0.29153356,0.0
39035154604,4349,42.0,44.0,89.0,42.0,31.0,43.0,1.0,58.0,-0.2632609,0.090888068,0.25745258,0.076974787,0.38034377,0.025851939,0.26145712,0.0
39035154700,2365,90.0,91.0,97.0,69.0,91.0,78.0,42.0,86.0,1.2856803,0.28329811,0.35008103,0.14188772,0.55977231,0.18181819,0.51762521,0.014842301
39035155101,5476,10.0,3.0,5.0,14.0,67.0,4.0,65.0,65.0,-1.2963823,0.016084811,0.024778761,0.031722054,0.40851411,0.072553702,0.06443914,0.032458235
39035155102,2914,2.0,9.0,22.0,8.0,27.0,2.0,1.0,7.0,-1.6896114,0.029512698,0.063829787,0.021116847,0.20726362,0.022321429,0.036607143,0.0
39035156101,1331,8.0,4.0,45.0,22.0,37.0,5.0,32.0,10.0,-1.3978164,0.019534186,0.10638298,0.044670049,0.22014388,0.031423289,0.072088726,0.0092421444
39035156102,5838,1.0,3.0,19.0,10.0,20.0,5.0,1.0,6.0,-1.7707784,0.016786572,0.058445353,0.024706164,0.19823189,0.017312072,0.066970386,0.0
39035160100,1794,9.0,13.0,18.0,7.0,40.0,36.0,1.0,7.0,-1.3387704,0.037904125,0.057494868,0.019440124,0.20554985,0.034674063,0.22884881,0.0
39035160200,2248,35.0,22.0,58.0,14.0,47.0,86.0,47.0,2.0,-0.46521768,0.052491102,0.13387424,0.031726662,0.15153494,0.042163152,0.62236482,0.017415216
39035160300,1722,60.0,77.0,68.0,26.0,77.0,69.0,1.0,12.0,0.25428557,0.18873402,0.15948276,0.050570961,0.23092574,0.09974093,0.43523315,0.0
39035160400,3335,33.0,21.0,58.0,23.0,67.0,77.0,1.0,2.0,-0.53539068,0.050074961,0.13287671,0.046247818,0.16313364,0.071763918,0.51039571,0.0
39035160500,3839,53.0,63.0,14.0,27.0,94.0,85.0,1.0,8.0,0.057092041,0.13747288,0.048245613,0.052931324,0.21271272,0.24489796,0.59642857,0.0
39035160601,4838,67.0,80.0,42.0,9.0,87.0,94.0,35.0,38.0,0.45849103,0.20545679,0.09952607,0.022815535,0.31594783,0.1471173,0.75063902,0.010508378
39035160602,3025,83.0,93.0,91.0,31.0,93.0,95.0,35.0,33.0,1.0058364,0.31477731,0.27340823,0.059586737,0.30199999,0.22669221,0.7962963,0.010855683
39035160700,1627,53.0,50.0,60.0,26.0,51.0,96.0,29.0,1.0,0.038868356,0.10387216,0.1375,0.050918195,0.077205881,0.04681275,0.81872511,0.0079681277
39035160800,944,44.0,50.0,46.0,7.0,81.0,84.0,1.0,10.0,-0.19635543,0.10341151,0.10869565,0.020486556,0.21969697,0.11173184,0.58845437,0.0
39035160900,3653,63.0,53.0,43.0,54.0,77.0,79.0,74.0,7.0,0.34004885,0.11169332,0.10265701,0.10145497,0.20738763,0.098311216,0.52231604,0.044028949
39035161000,1647,24.0,41.0,12.0,10.0,46.0,57.0,1.0,4.0,-0.79045862,0.086217366,0.044155844,0.025256511,0.18190128,0.040540539,0.34189188,0.0
39035161100,3588,22.0,25.0,45.0,18.0,40.0,52.0,1.0,8.0,-0.86536801,0.056577481,0.10673575,0.038076922,0.20819595,0.034766119,0.31226295,0.0
39035161200,2613,39.0,46.0,27.0,31.0,74.0,63.0,1.0,6.0,-0.34291229,0.096058168,0.07431341,0.058415841,0.19976838,0.088926174,0.38758388,0.0
39035161300,2997,65.0,76.0,64.0,30.0,80.0,69.0,26.0,39.0,0.40066478,0.18688746,0.14899328,0.057922453,0.31782478,0.11027757,0.43510878,0.0067516877
39035161400,3234,49.0,34.0,53.0,54.0,64.0,75.0,41.0,3.0,-0.058264393,0.073283859,0.12239221,0.10103627,0.16830149,0.065964915,0.48350877,0.014035088
39035161500,3743,47.0,39.0,37.0,44.0,77.0,78.0,1.0,26.0,-0.12180034,0.080978259,0.091836736,0.080485113,0.2784757,0.097269624,0.51251423,0.0
39035161600,1951,81.0,88.0,54.0,52.0,91.0,88.0,63.0,26.0,0.96037298,0.25832906,0.12354312,0.097338937,0.27798164,0.18771331,0.63936293,0.029579068
39035161700,2136,86.0,87.0,97.0,41.0,92.0,90.0,70.0,60.0,1.1449717,0.25280899,0.345898,0.0752149,0.38676846,0.19479048,0.6806342,0.037372593
39035161800,1325,98.0,95.0,100.0,91.0,95.0,97.0,61.0,62.0,1.6864607,0.3464151,0.45333335,0.26601672,0.39568347,0.28333333,0.84666669,0.028333334
39035170101,2606,11.0,1.0,34.0,18.0,64.0,27.0,1.0,38.0,-1.2562881,0.0092095165,0.086510263,0.038577154,0.31716704,0.066052228,0.18740399,0.0
39035170102,4812,5.0,15.0,48.0,3.0,15.0,6.0,1.0,29.0,-1.5173231,0.0409819,0.11172414,0.0094444444,0.28802589,0.01291866,0.076076552,0.0
39035170201,2327,4.0,3.0,15.0,22.0,43.0,4.0,1.0,33.0,-1.5511799,0.015053763,0.051908396,0.044409614,0.3013972,0.037752416,0.059701491,0.0
39035170202,3788,13.0,7.0,11.0,19.0,70.0,45.0,1.0,4.0,-1.1671721,0.025768911,0.042743538,0.039816234,0.18099032,0.077915102,0.27189684,0.0
39035171102,4991,73.0,71.0,78.0,68.0,83.0,60.0,39.0,50.0,0.68155199,0.16609898,0.19303797,0.13849835,0.35369775,0.12375745,0.36679921,0.012922465
39035171103,3380,80.0,92.0,50.0,71.0,77.0,76.0,1.0,69.0,0.90239465,0.29633,0.11625,0.14638227,0.43015522,0.097787298,0.49321914,0.0
39035171104,4450,83.0,93.0,98.0,38.0,68.0,78.0,46.0,90.0,1.0077565,0.30853933,0.37962964,0.06986405,0.60973239,0.073987082,0.52143276,0.017028773
39035171203,2540,67.0,80.0,11.0,56.0,66.0,68.0,49.0,49.0,0.47030032,0.20691025,0.042471044,0.10682819,0.34830683,0.070955537,0.42289498,0.018921476
39035171204,1940,71.0,94.0,75.0,32.0,53.0,51.0,71.0,55.0,0.60838181,0.3242268,0.18201284,0.061005771,0.37154555,0.049803406,0.30799475,0.03931848
39035171205,2762,51.0,45.0,56.0,56.0,36.0,72.0,1.0,65.0,-0.0062110513,0.093962267,0.12869823,0.10561798,0.41029114,0.030326594,0.45800933,0.0
39035171206,2320,48.0,42.0,92.0,49.0,72.0,42.0,1.0,47.0,-0.091332853,0.087499999,0.28171334,0.08959157,0.34471804,0.08355321,0.26033422,0.0
39035172101,2600,54.0,74.0,64.0,39.0,31.0,47.0,42.0,18.0,0.072198659,0.17653847,0.14957266,0.071741514,0.25146198,0.026149685,0.28313795,0.014427412
39035172102,3351,19.0,4.0,53.0,18.0,32.0,58.0,38.0,9.0,-0.98198217,0.018501939,0.12233446,0.038850669,0.2154088,0.02721519,0.34999999,0.012025316
39035172103,4583,63.0,50.0,61.0,43.0,94.0,96.0,1.0,45.0,0.3594875,0.10487477,0.14046822,0.079828553,0.33762887,0.22936803,0.8226766,0.0
39035172201,3525,34.0,19.0,49.0,49.0,72.0,34.0,72.0,12.0,-0.48927325,0.046888322,0.11327231,0.0911026,0.22881356,0.085031621,0.21784961,0.04075896
39035172202,4610,62.0,61.0,80.0,27.0,47.0,83.0,80.0,3.0,0.30184472,0.1328108,0.20501342,0.053210463,0.16867955,0.041648958,0.57076073,0.053973652
39035173103,2636,28.0,11.0,43.0,38.0,54.0,48.0,52.0,37.0,-0.66574609,0.033997655,0.10197368,0.070727929,0.31413209,0.050847456,0.28983051,0.021186441
39035173104,4600,14.0,17.0,15.0,35.0,15.0,26.0,36.0,12.0,-1.1518548,0.043488212,0.050495941,0.064935066,0.22787029,0.012950972,0.17992599,0.011100832
39035173105,2299,11.0,12.0,2.0,62.0,20.0,2.0,1.0,52.0,-1.2470704,0.035232712,0.012838801,0.11993244,0.36057693,0.016666668,0.039999999,0.0
39035173106,3626,32.0,13.0,45.0,21.0,19.0,84.0,61.0,56.0,-0.54890418,0.036403749,0.10520607,0.042699199,0.37402597,0.01655825,0.59136605,0.027794205
39035173107,2412,48.0,41.0,69.0,50.0,88.0,41.0,1.0,63.0,-0.094198234,0.085851952,0.16224189,0.092126407,0.40078974,0.15634218,0.25368732,0.0
39035174103,2947,59.0,63.0,22.0,69.0,89.0,31.0,49.0,64.0,0.22254604,0.13891727,0.06401138,0.14206897,0.40428677,0.16162489,0.20656872,0.019014694
39035174104,2369,45.0,59.0,41.0,57.0,51.0,12.0,40.0,66.0,-0.17290603,0.12821631,0.097879283,0.10867052,0.41252485,0.046875,0.11538462,0.013221154
39035174105,2919,10.0,18.0,28.0,22.0,26.0,3.0,38.0,23.0,-1.2953691,0.045563549,0.074719802,0.044224765,0.26862869,0.02213667,0.051973052,0.012512031
39035174106,2844,19.0,19.0,7.0,26.0,40.0,51.0,32.0,4.0,-0.95558757,0.047819972,0.030598054,0.051574625,0.18404119,0.034664657,0.30972117,0.0090429541
39035174107,3376,20.0,40.0,42.0,21.0,38.0,9.0,26.0,9.0,-0.93217945,0.083530806,0.09978541,0.042561501,0.21575153,0.032754011,0.097593583,0.0066844919
39035174203,2827,3.0,10.0,35.0,12.0,8.0,4.0,1.0,9.0,-1.6521783,0.0321896,0.087108016,0.029674988,0.21480407,0.0068027209,0.062925167,0.0
39035174204,3532,21.0,40.0,39.0,45.0,5.0,10.0,1.0,44.0,-0.88297135,0.084371462,0.094541907,0.082669698,0.33465683,0.0043956046,0.1010989,0.0
39035174205,5218,70.0,83.0,34.0,36.0,39.0,79.0,87.0,65.0,0.57114673,0.22211576,0.086206898,0.067112148,0.41070744,0.033854168,0.5234375,0.075086802
39035174206,2427,67.0,66.0,72.0,47.0,72.0,78.0,30.0,28.0,0.45734996,0.14915533,0.17205882,0.086291641,0.2845878,0.083256245,0.51803887,0.0083256243
39035174207,3251,41.0,39.0,48.0,39.0,81.0,50.0,1.0,44.0,-0.28361836,0.081598945,0.11168831,0.072649576,0.33333334,0.11550152,0.30167174,0.0
39035175103,7227,26.0,11.0,62.0,35.0,38.0,54.0,45.0,3.0,-0.72689378,0.034137979,0.14344503,0.065161049,0.17072539,0.032442175,0.3256233,0.016221087
39035175104,5626,28.0,20.0,22.0,38.0,59.0,63.0,1.0,15.0,-0.68840927,0.048177551,0.064834394,0.069723912,0.24258405,0.058532879,0.38806537,0.0
39035175105,4584,10.0,21.0,21.0,23.0,29.0,10.0,1.0,26.0,-1.3100859,0.049868189,0.06302844,0.046268657,0.27820188,0.024526199,0.10144927,0.0
39035175106,3017,4.0,6.0,1.0,13.0,51.0,6.0,1.0,40.0,-1.5712993,0.024527676,0.0,0.030965392,0.32227185,0.04678899,0.078899086,0.0
39035175201,6543,23.0,24.0,49.0,31.0,6.0,44.0,49.0,8.0,-0.82377732,0.056057591,0.11353977,0.059006903,0.21232329,0.0051357299,0.26595744,0.01870873
39035175202,3255,32.0,37.0,10.0,37.0,61.0,52.0,22.0,9.0,-0.55174226,0.077397473,0.03891892,0.067656763,0.21789657,0.062079281,0.31264025,0.0052356021
39035176100,2270,11.0,17.0,14.0,11.0,67.0,15.0,27.0,4.0,-1.2597746,0.043612335,0.049833886,0.027010804,0.18283881,0.073310427,0.1305842,0.0068728523
39035176200,5590,13.0,10.0,43.0,8.0,19.0,29.0,58.0,28.0,-1.2005352,0.032025907,0.10155148,0.022520242,0.28643396,0.016348774,0.19540678,0.02569093
39035177101,4391,76.0,75.0,67.0,52.0,80.0,82.0,61.0,42.0,0.77866995,0.1801412,0.15595545,0.097012423,0.32825074,0.10858586,0.56515151,0.027777778
