MSA,year,code,count,count_patient,prevalence
10420,2017,I05-I09,226,63461,0.0035612423378137753
10420,2017,I10-I1A,12758,63461,0.20103685728242543
10420,2017,I20-I25,1763,63461,0.02778084177683932
10420,2017,I26-I28,335,63461,0.0052788326688832515
10420,2017,I30-I5A,3161,63461,0.04981011960101479
10420,2017,I60-I69,628,63461,0.009895841540473677
10420,2017,I70-I79,1195,63461,0.01883046280392682
10420,2017,I80-I89,1303,63461,0.020532295425536945
10420,2017,I95-I99,422,63461,0.006649753391846961
10420,2017,J00-J06,15932,63461,0.25105182710641183
10420,2017,J09-J18,1669,63461,0.026299617087660137
10420,2017,J20-J22,2662,63461,0.041947022580797654
10420,2017,J30-J39,7502,63461,0.11821433636406611
10420,2017,J40-J4A,6189,63461,0.09752446384393565
10420,2017,J60-J70,79,63461,0.001244859047288886
10420,2017,J80-J84,273,63461,0.0043018546824033655
10420,2017,J85-J86,18,63461,0.0002836387702683538
10420,2017,J90-J94,320,63461,0.005042467026992957
10420,2017,J95-J95,73,63461,0.001150312790532768
10420,2017,J96-J99,1673,63461,0.02636264792549755
10420,2017,K00-K14,1144,63461,0.01802681962149982
10420,2017,K20-K31,6188,63461,0.09750870613447629
10420,2017,K35-K38,121,63461,0.0019066828445817117
10420,2017,K40-K46,1229,63461,0.019366224925544823
10420,2017,K50-K52,1108,63461,0.017459542080963113
10420,2017,K55-K64,5261,63461,0.08290130946565608
10420,2017,K65-K68,113,63461,0.0017806211689068876
10420,2017,K70-K77,1348,63461,0.021241392351207828
10420,2017,K80-K87,862,63461,0.013583145553962277
10420,2017,K90-K95,882,63461,0.013898299743149337
10420,2017,L00-L08,2816,63461,0.044373709837538015
10420,2017,L10-L14,28,63461,0.00044121586486188367
10420,2017,L20-L30,4803,63461,0.0756842785332724
10420,2017,L40-L45,718,63461,0.011314035391815446
10420,2017,L49-L54,886,63461,0.013961330580986748
10420,2017,L55-L59,1331,63461,0.020973511290398827
10420,2017,L60-L75,4845,63461,0.07634610233056523
10420,2017,L76-L76,52,63461,0.0008194008918863554
10420,2017,L80-L99,5661,63461,0.08920439324939727
10420,2017,M00-M02,39,63461,0.0006145506689147665
10420,2017,M04-M04,3,63461,4.727312837805896e-05
10420,2017,M05-M14,1450,63461,0.022848678716061832
10420,2017,M15-M19,4857,63461,0.07653519484407746
10420,2017,M20-M25,9161,63461,0.14435637635713272
10420,2017,M26-M27,241,63461,0.00379760797970407
10420,2017,M30-M36,454,63461,0.007154000094546257
10420,2017,M40-M43,1296,63461,0.020421991459321474
10420,2017,M45-M49,2821,63461,0.04445249838483478
10420,2017,M50-M54,8969,63461,0.14133089614093694
10420,2017,M60-M63,2000,63461,0.031515418918705976
10420,2017,M65-M67,1227,63461,0.019334709506626118
10420,2017,M70-M79,9721,63461,0.1531806936543704
10420,2017,M80-M85,1477,63461,0.023274136871464363
10420,2017,M86-M90,515,63461,0.008115220371566789
10420,2017,M91-M94,506,63461,0.007973400986432613
10420,2017,M95-M95,80,63461,0.0012606167567482392
10420,2017,M96-M96,182,63461,0.002867903121602244
10420,2017,M97-M97,8,63461,0.0001260616756748239
10420,2017,M99-M99,2746,63461,0.04327067017538331
10420,2017,N00-N08,72,63461,0.001134555081073415
10420,2017,N10-N16,766,63461,0.01207040544586439
10420,2017,N17-N19,969,63461,0.015269220466113046
10420,2017,N20-N23,964,63461,0.01519043191881628
10420,2017,N25-N29,946,63461,0.014906793148547927
10420,2017,N30-N39,3382,63461,0.05329257339153181
10420,2017,N40-N53,2349,63461,0.03701485952002017
10420,2017,N60-N65,1858,63461,0.029277824175477852
10420,2017,N70-N77,1183,63461,0.018641370290414586
10420,2017,N80-N98,5980,63461,0.09423110256693087
10420,2017,N99-N99,46,63461,0.0007248546351302375
10420,2017,O00-O08,142,63461,0.0022375947432281243
10420,2017,O09-O09,573,63461,0.009029167520209262
10420,2017,O10-O16,249,63461,0.003923669655378894
10420,2017,O20-O29,803,63461,0.01265344069586045
10420,2017,O30-O48,1170,63461,0.018436520067442997
10420,2017,O60-O77,631,63461,0.009943114668851736
10420,2017,O80-O82,385,63461,0.0060667181418509
10420,2017,O85-O92,148,63461,0.0023321409999842425
10420,2017,O94-O9A,807,63461,0.012716471533697862
10420,2017,P00-P04,132,63461,0.0020800176486345944
10420,2017,P05-P08,189,63461,0.002978207087817715
10420,2017,P09-P09,20,63461,0.0003151541891870598
10420,2017,P10-P15,31,63461,0.0004884889932399427
10420,2017,P19-P29,91,63461,0.001433951560801122
10420,2017,P35-P39,25,63461,0.0003939427364838247
10420,2017,P50-P61,238,63461,0.003750334851326011
10420,2017,P70-P74,60,63461,0.0009454625675611793
10420,2017,P76-P78,23,63461,0.00036242731756511875
10420,2017,P80-P83,44,63461,0.0006933392162115315
10420,2017,P84-P84,7,63461,0.00011030396621547092
10420,2017,P90-P96,335,63461,0.0052788326688832515
10420,2017,Q00-Q07,102,63461,0.0016072863648540047
10420,2017,Q10-Q18,106,63461,0.0016703172026914168
10420,2017,Q20-Q28,308,63461,0.00485337451348072
10420,2017,Q30-Q34,19,63461,0.0002993964797277068
10420,2017,Q35-Q37,22,63461,0.00034666960810576575
10420,2017,Q38-Q45,144,63461,0.00226911016214683
10420,2017,Q50-Q56,117,63461,0.0018436520067442997
10420,2017,Q60-Q64,138,63461,0.0021745639053907125
10420,2017,Q65-Q79,446,63461,0.007027938418871433
10420,2017,Q80-Q89,354,63461,0.005578229148610958
10420,2017,Q90-Q99,70,63461,0.0011030396621547092
10420,2017,R00-R09,12876,63461,0.2028962669986291
10420,2017,R10-R19,9153,63461,0.14423031468145792
10420,2017,R20-R23,4253,63461,0.06701753833062826
10420,2017,R25-R29,1708,63461,0.026914167756574903
10420,2017,R30-R39,4485,63461,0.07067332692519815
10420,2017,R40-R46,3001,63461,0.04728888608751832
10420,2017,R47-R49,491,63461,0.007737035344542317
10420,2017,R50-R69,12983,63461,0.20458234191077984
10420,2017,R70-R79,4571,63461,0.0720284899387025
10420,2017,R80-R82,570,63461,0.008981894391831204
10420,2017,R83-R89,880,63461,0.01386678432423063
10420,2017,R90-R94,4589,63461,0.07231212870897086
10420,2017,R97-R97,402,63461,0.006334599202659902
10420,2017,R99-R99,14,63461,0.00022060793243094184
10420,2017,S00-S09,1791,63461,0.0282220576417012
10420,2017,S10-S19,989,63461,0.015584374655300106
10420,2017,S20-S29,858,63461,0.013520114716124864
10420,2017,S30-S39,1536,63461,0.02420384172956619
10420,2017,S40-S49,1098,63461,0.017301964986369583
10420,2017,S50-S59,747,63461,0.011771008966136682
10420,2017,S60-S69,1874,63461,0.0295299475268275
10420,2017,S70-S79,596,63461,0.00939159483777438
10420,2017,S80-S89,1928,63461,0.03038086383763256
10420,2017,S90-S99,1907,63461,0.030049951938986148
10420,2017,T07-T07,16,63461,0.0002521233513496478
10420,2017,T14-T14,710,63461,0.011187973716140621
10420,2017,T15-T19,303,63461,0.004774585966183955
10420,2017,T20-T25,113,63461,0.0017806211689068876
10420,2017,T26-T28,9,63461,0.0001418193851341769
10420,2017,T30-T32,56,63461,0.0008824317297237673
10420,2017,T33-T34,1,63461,1.575770945935299e-05
10420,2017,T36-T50,524,63461,0.008257039756700967
10420,2017,T51-T65,224,63461,0.0035297269188950694
10420,2017,T66-T78,650,63461,0.010242511148579443
10420,2017,T79-T79,20,63461,0.0003151541891870598
10420,2017,T80-T88,814,63461,0.012826775499913333
10420,2017,V00-V09,48,63461,0.0007563700540489434
10420,2017,V10-V19,33,63461,0.0005200044121586486
10420,2017,V20-V29,17,63461,0.0002678810608090008
10420,2017,V30-V39,1,63461,1.575770945935299e-05
10420,2017,V40-V49,155,63461,0.0024424449661997133
10420,2017,V50-V59,3,63461,4.727312837805896e-05
10420,2017,V60-V69,2,63461,3.151541891870598e-05
10420,2017,V80-V89,226,63461,0.0035612423378137753
