ZCTA5_FIPS,ZCTA5_population,SDI_score,PovertyLT100_FPL_score,Single_Parent_Fam_score,Education_LT12years_score,HHNo_Vehicle_score,HHRenter_Occupied_score,HHCrowding_score,Nonemployed_score,sdi,pct_Poverty_LT100,pct_Single_Parent_Fam,pct_Education_LT12years,pct_NonEmployed,pctHH_No_Vehicle,pctHH_Renter_Occupied,pctHH_Crowding
25530,5636,69.0,90.0,57.0,74.0,84.0,56.0,1.0,94.0,0.55008566,0.24804826,0.13717848,0.15491214,0.43464431,0.11552511,0.35068494,0.0
25537,1215,48.0,72.0,1.0,72.0,89.0,18.0,46.0,8.0,-0.076359265,0.16954732,0.0,0.14922658,0.19940476,0.13916786,0.19799139,0.020086084
25550,8261,48.0,74.0,53.0,59.0,57.0,20.0,17.0,89.0,-0.077911243,0.1766824,0.13104925,0.11718348,0.39464247,0.061971832,0.2087324,0.0084507046
25701,20375,80.0,92.0,71.0,56.0,93.0,77.0,16.0,88.0,0.9018743,0.27125013,0.16200092,0.10843545,0.39162183,0.18656319,0.46763048,0.0079727862
25702,7169,85.0,95.0,69.0,83.0,86.0,67.0,10.0,98.0,1.0941466,0.29862475,0.15845959,0.19470069,0.49344692,0.12278979,0.40962672,0.0052390308
25704,16666,76.0,88.0,41.0,82.0,82.0,52.0,22.0,92.0,0.77395177,0.23329696,0.1115196,0.18890715,0.41272259,0.10778902,0.33486661,0.010426249
26003,41198,45.0,52.0,46.0,29.0,87.0,43.0,9.0,65.0,-0.18002035,0.11960327,0.11898915,0.063382417,0.31299642,0.1265039,0.29871431,0.0046001417
26030,590,68.0,83.0,99.0,74.0,39.0,29.0,8.0,76.0,0.53238612,0.20701754,0.32352942,0.15384616,0.34117648,0.044444446,0.24444444,0.0044444446
26031,1562,56.0,60.0,71.0,34.0,84.0,59.0,6.0,57.0,0.1778907,0.13772845,0.16338028,0.071428575,0.29566094,0.11504425,0.36725664,0.0029498525
26034,4203,58.0,61.0,92.0,64.0,63.0,33.0,1.0,63.0,0.20861697,0.13923745,0.23948811,0.12831022,0.30785209,0.068460815,0.26109537,0.0
26035,1714,12.0,38.0,7.0,31.0,1.0,1.0,1.0,97.0,-1.2403743,0.092886537,0.05323194,0.067432947,0.46393973,0.0,0.051861703,0.0
26037,6487,51.0,64.0,60.0,42.0,59.0,26.0,70.0,70.0,0.020681763,0.14644285,0.14111111,0.083990619,0.32408574,0.064595833,0.23367456,0.037063185
26038,3140,4.0,6.0,14.0,9.0,10.0,6.0,1.0,66.0,-1.6332142,0.0370134,0.068478264,0.032622334,0.3145566,0.018414732,0.12810248,0.0
26040,1927,57.0,77.0,64.0,31.0,69.0,39.0,16.0,70.0,0.18387271,0.18629995,0.14953271,0.06641791,0.32432431,0.077419356,0.28387097,0.0077419356
26041,16198,53.0,75.0,50.0,43.0,77.0,22.0,24.0,92.0,0.066696808,0.18007469,0.12553138,0.084939808,0.41824609,0.092711098,0.21570158,0.011237709
26047,6180,39.0,51.0,55.0,59.0,42.0,18.0,13.0,79.0,-0.32434961,0.11708347,0.1337278,0.11617553,0.35306123,0.046646107,0.19660756,0.0065535852
26050,1780,92.0,95.0,100.0,87.0,96.0,78.0,1.0,97.0,1.3805938,0.3022472,0.37817258,0.21206744,0.47633433,0.27435899,0.47307691,0.0
26055,1258,42.0,97.0,21.0,40.0,1.0,9.0,1.0,77.0,-0.2611106,0.33833921,0.080701753,0.080097087,0.34393063,0.0,0.14732143,0.0
26062,20764,52.0,58.0,43.0,33.0,74.0,46.0,43.0,50.0,0.049099304,0.13137369,0.11458926,0.069811441,0.28224152,0.086234175,0.31136981,0.018535262
26070,8249,43.0,57.0,59.0,54.0,77.0,20.0,1.0,67.0,-0.22958763,0.12862165,0.14066797,0.10444272,0.31697425,0.093961477,0.20744404,0.0
26075,446,34.0,50.0,28.0,83.0,49.0,2.0,11.0,93.0,-0.48266068,0.11434978,0.091603056,0.19174041,0.41883117,0.053254437,0.082840234,0.0059171598
26101,29122,85.0,91.0,84.0,73.0,91.0,64.0,32.0,93.0,1.1029332,0.25887105,0.20021807,0.15332334,0.41978431,0.16252877,0.38885236,0.014304505
26105,11637,32.0,42.0,21.0,24.0,75.0,33.0,34.0,66.0,-0.54573852,0.099616192,0.08169014,0.0565046,0.31474507,0.088697016,0.26040033,0.014913658
26133,1492,26.0,43.0,14.0,33.0,36.0,2.0,69.0,92.0,-0.74750769,0.10120644,0.067873307,0.070342205,0.41443539,0.041218638,0.082437277,0.035842296
26134,874,38.0,53.0,12.0,39.0,34.0,24.0,49.0,87.0,-0.37663019,0.12083847,0.064102568,0.079222724,0.3870334,0.039893616,0.22340426,0.021276595
26155,7554,56.0,84.0,36.0,60.0,76.0,18.0,5.0,89.0,0.17168215,0.2127023,0.10443571,0.11804049,0.39512196,0.091438353,0.20068493,0.0023972602
26159,3325,53.0,75.0,74.0,66.0,44.0,19.0,8.0,79.0,0.086108588,0.17984962,0.16997792,0.13363487,0.35211971,0.049059689,0.20441537,0.0040883073
26164,7818,62.0,87.0,27.0,50.0,83.0,30.0,46.0,97.0,0.32673129,0.22457136,0.090122201,0.098152637,0.47181627,0.11011609,0.25140962,0.019900497
26170,6275,51.0,61.0,49.0,60.0,70.0,17.0,14.0,95.0,0.019138055,0.14036602,0.12463257,0.11839465,0.44482505,0.078729883,0.19356242,0.0069595478
26175,3621,47.0,62.0,46.0,49.0,56.0,25.0,6.0,93.0,-0.11782801,0.14269438,0.11955168,0.095803641,0.42063117,0.060371518,0.22832817,0.0030959751
26181,6300,16.0,28.0,15.0,34.0,30.0,8.0,9.0,61.0,-1.0969808,0.074274786,0.070336394,0.070935339,0.30390358,0.036275696,0.13905683,0.0048367595
26184,2744,30.0,54.0,79.0,51.0,5.0,6.0,1.0,78.0,-0.60516155,0.12376041,0.18281037,0.098765433,0.34771174,0.011840689,0.12163617,0.0
26187,6456,16.0,41.0,8.0,27.0,27.0,5.0,30.0,48.0,-1.0960826,0.097014926,0.055974167,0.061220311,0.27847114,0.03426443,0.11582868,0.013407821
41002,2793,62.0,85.0,19.0,63.0,55.0,37.0,48.0,74.0,0.32484692,0.21649484,0.078459345,0.12588556,0.33590963,0.05882353,0.27716848,0.020937188
41005,24451,21.0,28.0,57.0,28.0,18.0,23.0,27.0,23.0,-0.91469061,0.075049266,0.13715748,0.062868245,0.23652031,0.026164496,0.22022761,0.012319606
41007,4378,20.0,42.0,9.0,30.0,8.0,4.0,48.0,38.0,-0.94307685,0.098943986,0.057707511,0.065196238,0.26234132,0.016039481,0.10487354,0.020974707
41011,26558,86.0,86.0,84.0,60.0,93.0,88.0,46.0,40.0,1.1397123,0.22032155,0.19790348,0.118635,0.26518518,0.19495356,0.5634914,0.019889867
41016,5869,62.0,69.0,84.0,52.0,80.0,54.0,24.0,52.0,0.34541056,0.16074188,0.19779412,0.10225862,0.28539044,0.10129762,0.34323984,0.0113018
41017,40198,11.0,14.0,23.0,24.0,20.0,33.0,9.0,11.0,-1.2662681,0.051292572,0.083707318,0.056079186,0.2098328,0.027596129,0.26072457,0.0047083441
41034,788,18.0,27.0,13.0,68.0,22.0,5.0,13.0,65.0,-1.0266262,0.073604062,0.066390045,0.13722126,0.31182796,0.029702971,0.11881188,0.0066006603
41043,1578,31.0,35.0,2.0,86.0,68.0,12.0,13.0,76.0,-0.56878519,0.086734697,0.028077753,0.20857863,0.34104627,0.075079873,0.16613418,0.0063897762
41048,16036,5.0,3.0,17.0,15.0,9.0,8.0,43.0,6.0,-1.5843595,0.026075454,0.075054653,0.043008581,0.19051716,0.017515276,0.14378819,0.018533604
41056,14192,73.0,79.0,65.0,66.0,81.0,57.0,42.0,83.0,0.67591828,0.19234388,0.15009639,0.13357253,0.36729285,0.10271041,0.35663339,0.01836662
41059,3361,22.0,38.0,6.0,38.0,30.0,6.0,26.0,79.0,-0.88768476,0.092967816,0.048406139,0.07833904,0.3537415,0.036396723,0.12738854,0.011828936
41071,20624,87.0,92.0,86.0,74.0,89.0,81.0,39.0,78.0,1.1817678,0.26355353,0.20594618,0.15545055,0.34788004,0.1426015,0.50016779,0.017224025
41073,5804,48.0,57.0,75.0,29.0,50.0,43.0,41.0,27.0,-0.085991591,0.130825,0.17224547,0.064183652,0.24251422,0.05440826,0.30142972,0.017871326
41074,5496,80.0,83.0,58.0,70.0,89.0,65.0,67.0,65.0,0.90126663,0.2098653,0.13809854,0.1447269,0.31197035,0.14876801,0.39702463,0.033472802
41076,17165,28.0,47.0,36.0,36.0,27.0,29.0,11.0,35.0,-0.68955952,0.10928433,0.10434984,0.074995682,0.25621089,0.033454645,0.24566069,0.0055991043
41080,2292,5.0,2.0,1.0,48.0,1.0,3.0,32.0,2.0,-1.5487658,0.025305411,0.0,0.094049901,0.16351829,0.0,0.094101124,0.014044944
41101,18929,79.0,89.0,78.0,62.0,82.0,63.0,20.0,93.0,0.8864727,0.24280499,0.18143548,0.12335412,0.42142245,0.10733306,0.38536119,0.0098320358
41129,10318,49.0,52.0,33.0,67.0,68.0,20.0,33.0,92.0,-0.042713284,0.11958028,0.098659717,0.1344378,0.41608614,0.075013489,0.21019967,0.014570966
41144,9829,60.0,76.0,51.0,61.0,58.0,17.0,48.0,95.0,0.26129952,0.18378039,0.12729196,0.12002861,0.44417158,0.063155062,0.19295888,0.021230852
41166,1329,20.0,22.0,12.0,94.0,1.0,12.0,1.0,88.0,-0.94353467,0.064710312,0.064999998,0.28059071,0.39215687,0.0,0.16772823,0.0
41169,5185,38.0,62.0,29.0,36.0,49.0,34.0,11.0,77.0,-0.37011221,0.14150396,0.09291444,0.073766097,0.34558123,0.053466246,0.26551881,0.0054372451
41174,1090,64.0,81.0,62.0,93.0,1.0,70.0,1.0,20.0,0.39087129,0.20091744,0.14606741,0.26410565,0.23013245,0.0,0.42680413,0.0
41175,5308,50.0,73.0,22.0,69.0,17.0,35.0,35.0,84.0,-0.0061750752,0.17178266,0.082421593,0.14030463,0.37141871,0.025075225,0.26980942,0.01554664
41179,7535,72.0,89.0,40.0,91.0,84.0,35.0,6.0,99.0,0.65223259,0.2430622,0.10984661,0.24434976,0.52757394,0.11430438,0.27106467,0.0029392554
41183,1553,40.0,61.0,70.0,44.0,16.0,11.0,9.0,88.0,-0.31470764,0.13870968,0.16107382,0.086690016,0.38781726,0.024115756,0.15916398,0.004823151
43001,2570,4.0,5.0,4.0,16.0,40.0,4.0,10.0,1.0,-1.6416713,0.034361579,0.043478262,0.044219498,0.13934426,0.045317221,0.10775428,0.0050352467
43002,4303,5.0,1.0,12.0,1.0,1.0,59.0,1.0,1.0,-1.5571212,0.0085986517,0.065254234,0.0039225942,0.088840142,0.0,0.36782539,0.0
43003,2922,38.0,36.0,76.0,65.0,11.0,39.0,30.0,33.0,-0.37849993,0.08782161,0.17593791,0.12958436,0.25314465,0.019102197,0.28462273,0.013371537
43004,27227,26.0,32.0,62.0,29.0,4.0,31.0,28.0,14.0,-0.74622518,0.081944905,0.14552552,0.063618399,0.21705052,0.011355849,0.25325501,0.012726382
43005,177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,-2.0501735,0.0,0.0,0.0,0.40186915,0.0,0.0,0.0
43006,537,34.0,33.0,5.0,96.0,79.0,16.0,1.0,52.0,-0.50839752,0.083798885,0.044117648,0.31865284,0.28629032,0.097938143,0.18556701,0.0
43008,2640,80.0,82.0,95.0,77.0,63.0,63.0,72.0,27.0,0.93607223,0.2054899,0.26118326,0.16658124,0.24260356,0.068555757,0.38665447,0.038391225
43009,2614,19.0,28.0,29.0,35.0,4.0,20.0,1.0,20.0,-1.0025212,0.0743865,0.093055554,0.071902655,0.23090379,0.011520738,0.20737328,0.0
43010,242,30.0,23.0,34.0,63.0,13.0,34.0,1.0,84.0,-0.59725767,0.0661157,0.10169491,0.12582782,0.36842105,0.021276595,0.26595744,0.0
43011,8018,8.0,19.0,10.0,17.0,19.0,16.0,22.0,12.0,-1.4012059,0.060683001,0.059624415,0.04544615,0.21148726,0.026512576,0.19068661,0.01053705
43013,778,19.0,45.0,81.0,10.0,25.0,5.0,1.0,33.0,-0.99502146,0.10478655,0.18779343,0.035514019,0.25215518,0.032490976,0.11191336,0.0
43014,3733,60.0,60.0,41.0,65.0,87.0,41.0,60.0,38.0,0.27324486,0.13655914,0.11190234,0.12987588,0.26124197,0.13128282,0.29332334,0.027756939
43015,56596,29.0,33.0,39.0,28.0,48.0,45.0,20.0,26.0,-0.65961301,0.083160587,0.10862453,0.061843514,0.24121206,0.052441955,0.30599481,0.0094575658
43016,36886,21.0,18.0,23.0,14.0,18.0,75.0,39.0,12.0,-0.89674872,0.057619099,0.084462874,0.042316087,0.21262169,0.025880052,0.45801824,0.01707953
43017,41612,14.0,15.0,28.0,7.0,15.0,44.0,44.0,15.0,-1.1725885,0.052462656,0.090893216,0.029659815,0.21882099,0.023762628,0.3051655,0.019315077
43019,8786,39.0,43.0,25.0,64.0,72.0,12.0,69.0,31.0,-0.34270108,0.10113001,0.08690013,0.12690972,0.24919705,0.082928412,0.16618076,0.03595724
43021,12708,1.0,1.0,12.0,3.0,5.0,1.0,9.0,11.0,-1.9380386,0.019314494,0.064106263,0.02079786,0.20886475,0.012153622,0.052503645,0.0048614489
43022,4353,22.0,36.0,1.0,18.0,5.0,44.0,28.0,91.0,-0.88726538,0.08845862,0.0,0.047517352,0.40866074,0.012692656,0.3019039,0.012692656
43023,14326,3.0,5.0,12.0,3.0,23.0,9.0,7.0,82.0,-1.6845009,0.033372171,0.064997189,0.021314388,0.36056131,0.030062923,0.14868329,0.0037287346
43025,5092,30.0,36.0,34.0,49.0,56.0,25.0,11.0,38.0,-0.60079658,0.087764382,0.10028654,0.095689885,0.26171502,0.0608529,0.22855774,0.0057498803
43026,63047,22.0,24.0,63.0,11.0,31.0,44.0,28.0,5.0,-0.87436706,0.06819997,0.14676662,0.037145343,0.18833995,0.037208915,0.30197752,0.012584138
43028,8204,32.0,60.0,11.0,36.0,40.0,8.0,24.0,42.0,-0.56091774,0.13609685,0.062012143,0.074744985,0.26947141,0.045409676,0.13787431,0.011187891
43029,420,17.0,1.0,1.0,52.0,21.0,8.0,61.0,90.0,-1.078275,0.0,0.0,0.1015625,0.40074906,0.028776979,0.1438849,0.028776979
43030,108,11.0,1.0,1.0,100.0,1.0,1.0,1.0,97.0,-1.2790332,0.0,0.0,0.48148149,0.48148149,0.0,0.0,0.0
43031,13737,15.0,26.0,16.0,19.0,25.0,17.0,39.0,13.0,-1.1507674,0.070819236,0.07190413,0.049844902,0.21466152,0.032354705,0.19233073,0.016976234
43032,19,24.0,1.0,100.0,100.0,1.0,1.0,1.0,1.0,-0.82097572,0.0,1.0,1.0,0.0,0.0,0.0,0.0
43033,300,30.0,23.0,14.0,58.0,54.0,41.0,1.0,72.0,-0.61902523,0.065693431,0.067567565,0.11344538,0.32978722,0.058333334,0.29166666,0.0
43035,27500,5.0,5.0,36.0,6.0,5.0,13.0,39.0,11.0,-1.5592126,0.032919865,0.10368294,0.027499404,0.20784572,0.012881733,0.17523599,0.016768461
43036,329,74.0,56.0,97.0,82.0,66.0,81.0,62.0,50.0,0.72095013,0.12693499,0.29487181,0.1891892,0.28217822,0.072463766,0.5,0.028985508
43037,271,56.0,24.0,100.0,59.0,60.0,59.0,43.0,52.0,0.16941515,0.067924529,0.36363637,0.11518325,0.2857143,0.065420561,0.36448598,0.018691588
43040,35087,24.0,21.0,46.0,35.0,43.0,36.0,34.0,51.0,-0.80084741,0.06240176,0.11910835,0.073106393,0.28494239,0.047979392,0.27217838,0.015053936
43044,4930,29.0,30.0,17.0,53.0,21.0,28.0,52.0,74.0,-0.64658028,0.077993251,0.073880598,0.10311011,0.33741954,0.028245518,0.24280283,0.023356872
43045,2342,4.0,17.0,13.0,9.0,16.0,7.0,1.0,28.0,-1.6399916,0.056030795,0.066066064,0.032404408,0.24440299,0.024183797,0.13422008,0.0
43046,3684,21.0,21.0,36.0,49.0,18.0,17.0,59.0,26.0,-0.89165807,0.062929377,0.10378274,0.095289081,0.24152911,0.026156941,0.19584171,0.027498323
43050,29264,58.0,64.0,67.0,45.0,80.0,52.0,14.0,64.0,0.21418011,0.14575645,0.15439276,0.088507921,0.31012622,0.10052008,0.33626056,0.0069912183
43054,27441,7.0,1.0,16.0,10.0,5.0,49.0,12.0,4.0,-1.4626364,0.020175761,0.073503584,0.034758784,0.18349583,0.013259032,0.32254034,0.0062451959
43055,62666,70.0,70.0,79.0,53.0,70.0,64.0,41.0,64.0,0.56598318,0.16499959,0.18340865,0.10277375,0.30909503,0.079045855,0.38934815,0.017931318
43056,18753,36.0,47.0,39.0,52.0,23.0,27.0,40.0,34.0,-0.41538015,0.10941821,0.10834887,0.10146802,0.25460681,0.030458298,0.23683462,0.017506406
43060,2810,29.0,24.0,54.0,46.0,39.0,24.0,56.0,36.0,-0.65873843,0.068781182,0.13147411,0.090463214,0.25885713,0.044176705,0.22389558,0.025100403
43061,4603,2.0,21.0,9.0,2.0,1.0,2.0,5.0,20.0,-1.7509872,0.062431782,0.058252428,0.01733413,0.23079585,0.0,0.076326773,0.0023852116
43062,29241,16.0,9.0,39.0,37.0,10.0,17.0,50.0,24.0,-1.1134852,0.04259726,0.10836502,0.075517789,0.23702928,0.017907543,0.19493917,0.022092458
43064,13727,10.0,17.0,12.0,30.0,4.0,8.0,61.0,13.0,-1.3133963,0.057484679,0.06448175,0.065051593,0.2157567,0.010043942,0.14207993,0.028457837
43065,43034,1.0,2.0,19.0,3.0,3.0,3.0,9.0,6.0,-1.8814943,0.022908043,0.078148209,0.019513575,0.19266431,0.0079641277,0.083656803,0.0048855576
43066,1202,1.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,-2.0034378,0.0099833608,0.0,0.028361345,0.17023809,0.0,0.04606526,0.0
43067,1209,28.0,77.0,50.0,39.0,1.0,4.0,1.0,50.0,-0.66216594,0.18438539,0.1257485,0.078521937,0.28214285,0.0,0.10058027,0.0
43068,54804,49.0,34.0,80.0,40.0,47.0,65.0,62.0,18.0,-0.041944113,0.085872173,0.18568495,0.08049918,0.22615217,0.051271066,0.3940779,0.029705798
43070,177,17.0,1.0,1.0,91.0,1.0,1.0,1.0,75.0,-1.0638548,0.0,0.0,0.24561404,0.33812949,0.0,0.0,0.0
43071,2070,20.0,40.0,42.0,25.0,39.0,13.0,8.0,1.0,-0.9733848,0.095169082,0.11217949,0.057754707,0.14728096,0.044354837,0.17069893,0.0040322579
43072,5704,22.0,36.0,24.0,48.0,12.0,19.0,1.0,23.0,-0.87875694,0.089060307,0.086068109,0.09375,0.23644315,0.020776875,0.20280036,0.0
43074,13980,16.0,24.0,12.0,32.0,23.0,18.0,9.0,33.0,-1.1168622,0.068380356,0.064878181,0.067769818,0.25364879,0.030665826,0.19617727,0.004620878
43076,8664,18.0,30.0,25.0,42.0,18.0,11.0,8.0,48.0,-1.0273787,0.077447407,0.087173104,0.083540373,0.27951759,0.025966533,0.15983842,0.0043277554
43077,243,14.0,3.0,3.0,72.0,4.0,19.0,24.0,44.0,-1.175209,0.028806584,0.031746034,0.1497006,0.27272728,0.011363637,0.20454545,0.011363637
43078,20347,56.0,52.0,70.0,44.0,69.0,50.0,42.0,61.0,0.15904912,0.11953264,0.16113469,0.086260147,0.30445465,0.07789702,0.32690221,0.018449295
43080,5316,47.0,60.0,17.0,61.0,60.0,40.0,14.0,20.0,-0.11186468,0.13802923,0.074101798,0.12122085,0.23016906,0.064785786,0.28735632,0.0067920587
43081,63604,24.0,31.0,46.0,7.0,27.0,58.0,24.0,6.0,-0.81163168,0.079741657,0.11945032,0.029844377,0.18971707,0.033382758,0.36063799,0.011301246
43082,33961,2.0,5.0,14.0,4.0,16.0,5.0,1.0,22.0,-1.7843394,0.033376694,0.069132999,0.023637787,0.23353471,0.02435554,0.11575159,0.0
43084,748,18.0,32.0,38.0,47.0,3.0,4.0,8.0,27.0,-1.0346115,0.081081077,0.10638298,0.091872789,0.2421875,0.008130081,0.10569106,0.0040650405
43085,26155,20.0,19.0,65.0,2.0,22.0,38.0,44.0,4.0,-0.95472276,0.059624884,0.15167804,0.015027788,0.18325374,0.029587537,0.27922013,0.019202508
43101,329,66.0,65.0,89.0,93.0,67.0,53.0,1.0,75.0,0.44531927,0.14893617,0.22,0.26976743,0.3392857,0.074074075,0.34074074,0.0
43102,4480,18.0,23.0,53.0,38.0,1.0,29.0,5.0,77.0,-1.0419315,0.067219362,0.13036691,0.07662338,0.34410587,0.0,0.24371257,0.0017964072
43103,11218,20.0,24.0,25.0,46.0,17.0,20.0,31.0,27.0,-0.93636072,0.06795942,0.087401055,0.091299526,0.24340335,0.024697581,0.20967741,0.013860887
43105,7895,25.0,37.0,55.0,24.0,46.0,11.0,13.0,41.0,-0.76588035,0.090353779,0.13281606,0.056028772,0.2664791,0.051034484,0.15862069,0.0065517239
43106,1550,49.0,69.0,60.0,78.0,6.0,37.0,13.0,75.0,-0.042111311,0.16126943,0.1412556,0.17039922,0.33839479,0.014469453,0.27652735,0.0064308681
43107,3323,42.0,73.0,41.0,39.0,26.0,17.0,37.0,53.0,-0.26096189,0.17282082,0.11099692,0.079757258,0.28869894,0.033361848,0.1924722,0.016253209
43109,77,29.0,1.0,95.0,82.0,1.0,8.0,1.0,77.0,-0.65743566,0.013333334,0.2631579,0.18965517,0.34615386,0.0,0.13793103,0.0
43110,39220,36.0,22.0,76.0,19.0,26.0,70.0,54.0,11.0,-0.42718923,0.064821728,0.17452592,0.049034346,0.20934823,0.032686278,0.42145288,0.024414649
43111,291,21.0,10.0,1.0,55.0,95.0,1.0,1.0,92.0,-0.89817512,0.04467354,0.0,0.10734463,0.41232228,0.25600001,0.0,0.0
43112,5357,11.0,31.0,25.0,30.0,7.0,7.0,4.0,36.0,-1.2684615,0.079274118,0.087048829,0.065582961,0.25882354,0.014680971,0.1326934,0.0011293055
43113,24526,59.0,70.0,53.0,59.0,60.0,49.0,30.0,76.0,0.23943949,0.1646661,0.13005826,0.11561299,0.34126779,0.065219715,0.32289106,0.013364696
43115,1587,66.0,72.0,97.0,64.0,37.0,43.0,15.0,81.0,0.45702368,0.1695022,0.29748285,0.1274298,0.35789475,0.042201836,0.30091742,0.0073394496
43116,1863,8.0,5.0,48.0,41.0,8.0,3.0,10.0,16.0,-1.4034235,0.03444564,0.12276786,0.082352944,0.22290748,0.016014235,0.087188609,0.0053380784
43117,187,80.0,99.0,100.0,81.0,1.0,70.0,1.0,100.0,0.93449599,0.37433156,0.42622951,0.18181819,1.0,0.0,0.42622951,0.0
43119,27568,34.0,37.0,60.0,43.0,24.0,42.0,35.0,21.0,-0.50329298,0.090333611,0.14260003,0.084862635,0.23171587,0.031043006,0.29391992,0.015224913
43123,65577,27.0,30.0,49.0,40.0,25.0,35.0,28.0,10.0,-0.70717615,0.078255124,0.12427429,0.080334708,0.20591089,0.03191701,0.27131444,0.012719107
43125,13350,29.0,25.0,28.0,32.0,6.0,65.0,64.0,22.0,-0.64725089,0.069115445,0.091929615,0.069086052,0.23411764,0.014218009,0.39355451,0.031090047
43126,519,44.0,65.0,39.0,47.0,58.0,50.0,1.0,76.0,-0.20345773,0.1492248,0.10852713,0.091397852,0.34113711,0.062827222,0.32460734,0.0
43127,302,25.0,58.0,1.0,1.0,1.0,49.0,1.0,1.0,-0.76714677,0.13245033,0.0,0.0,0.14932127,0.0,0.32110092,0.0
43128,2519,78.0,79.0,90.0,64.0,62.0,53.0,71.0,74.0,0.85659301,0.19267516,0.22818792,0.12811172,0.33694997,0.067846611,0.34021631,0.038348082
43130,61565,58.0,62.0,62.0,51.0,64.0,51.0,29.0,75.0,0.21694635,0.14178789,0.1446425,0.099967651,0.33874679,0.070338592,0.33195248,0.012977132
43135,3942,52.0,82.0,38.0,69.0,37.0,19.0,1.0,90.0,0.042548604,0.20587485,0.1061008,0.14225352,0.39894694,0.042918455,0.20232986,0.0
43136,864,14.0,1.0,62.0,4.0,53.0,37.0,26.0,21.0,-1.1686746,0.013888889,0.14507772,0.023178808,0.23277467,0.056886226,0.2754491,0.011976048
43137,2387,61.0,71.0,98.0,86.0,29.0,19.0,5.0,85.0,0.30878007,0.16589862,0.31654677,0.20844762,0.37634408,0.035564855,0.20188284,0.0020920502
43138,17986,63.0,63.0,80.0,58.0,60.0,43.0,68.0,64.0,0.37726608,0.14359842,0.18555443,0.11359389,0.31101513,0.065148816,0.29899877,0.03428885
43140,24467,49.0,41.0,64.0,72.0,45.0,46.0,16.0,98.0,-0.033246674,0.097710721,0.14996114,0.14872047,0.48751974,0.049553104,0.31243429,0.0077549946
43142,108,83.0,82.0,97.0,92.0,28.0,88.0,1.0,85.0,1.0256183,0.2037037,0.2962963,0.25,0.37313432,0.03508772,0.56140351,0.0
43143,5660,50.0,50.0,57.0,57.0,46.0,45.0,39.0,61.0,-0.0098160086,0.11486726,0.13709678,0.11119574,0.30449921,0.051162791,0.30651164,0.016744185
43144,361,54.0,80.0,35.0,73.0,1.0,38.0,1.0,96.0,0.10805774,0.19602273,0.10280374,0.15087719,0.4604651,0.0,0.28025478,0.0
43145,2138,38.0,60.0,35.0,60.0,33.0,29.0,1.0,78.0,-0.3722294,0.13623595,0.1025641,0.1193634,0.34881949,0.039053254,0.24615385,0.0
43146,12683,25.0,35.0,20.0,74.0,12.0,6.0,41.0,99.0,-0.7660163,0.087317623,0.07963118,0.15454546,0.53181571,0.020427404,0.12853551,0.017913261
43147,41530,5.0,5.0,39.0,9.0,12.0,10.0,25.0,15.0,-1.5484892,0.033212211,0.10851891,0.033548925,0.22039077,0.020435773,0.15422957,0.01146397
43148,2359,48.0,65.0,70.0,49.0,13.0,35.0,69.0,9.0,-0.078641638,0.14754798,0.16057234,0.095298603,0.20488721,0.021634616,0.27043268,0.036057692
43149,2293,23.0,31.0,2.0,38.0,64.0,2.0,61.0,62.0,-0.83149189,0.079808109,0.024965325,0.077305354,0.30683506,0.070512824,0.067307696,0.028846154
43150,2164,44.0,33.0,52.0,57.0,62.0,16.0,84.0,54.0,-0.19011879,0.083449885,0.12927757,0.11111111,0.29075512,0.067650676,0.18696187,0.061500616
43151,382,64.0,67.0,86.0,89.0,3.0,56.0,56.0,44.0,0.38511291,0.15526316,0.20792079,0.22844827,0.27196652,0.0084033618,0.35294119,0.025210084
43152,782,64.0,73.0,86.0,53.0,1.0,49.0,88.0,74.0,0.39267102,0.17272727,0.20532319,0.10413224,0.3362256,0.0,0.32132965,0.074792244
43153,842,58.0,74.0,58.0,83.0,15.0,45.0,18.0,41.0,0.20981617,0.17695962,0.13777778,0.19162641,0.26788992,0.023738872,0.30563799,0.0089020776
43154,3858,22.0,10.0,45.0,28.0,1.0,28.0,57.0,66.0,-0.8856355,0.044888429,0.117195,0.062248096,0.31427363,0.0,0.24189526,0.025768911
43155,2672,8.0,7.0,24.0,31.0,10.0,4.0,14.0,74.0,-1.4029787,0.038027108,0.084975369,0.067642607,0.33459461,0.018181818,0.10909091,0.0070707072
43156,177,44.0,41.0,88.0,52.0,74.0,22.0,33.0,6.0,-0.19640338,0.097701147,0.2173913,0.1015625,0.19379845,0.086956523,0.2173913,0.014492754
43157,630,67.0,79.0,83.0,50.0,46.0,69.0,1.0,79.0,0.46928677,0.1920635,0.19480519,0.097256854,0.35359117,0.051063828,0.4212766,0.0
43158,346,7.0,1.0,1.0,19.0,1.0,21.0,1.0,95.0,-1.4780983,0.0,0.0,0.049019609,0.43951613,0.0,0.21518987,0.0
43160,21802,72.0,71.0,80.0,70.0,74.0,62.0,15.0,69.0,0.64909875,0.16581573,0.18537945,0.14396346,0.32189617,0.087023742,0.38354501,0.0072887908
43162,7225,29.0,22.0,32.0,55.0,36.0,30.0,41.0,37.0,-0.64353508,0.064653337,0.097732998,0.10655106,0.26075619,0.041922659,0.24756053,0.018070113
