ZCTA5_FIPS,ZCTA5_population,SDI_score,PovertyLT100_FPL_score,Single_Parent_Fam_score,Education_LT12years_score,HHNo_Vehicle_score,HHRenter_Occupied_score,HHCrowding_score,Nonemployed_score,sdi,pct_Poverty_LT100,pct_Single_Parent_Fam,pct_Education_LT12years,pct_NonEmployed,pctHH_No_Vehicle,pctHH_Renter_Occupied,pctHH_Crowding
43164,2371,56.0,55.0,62.0,65.0,9.0,36.0,83.0,85.0,0.17736195,0.12569003,0.1451049,0.12966602,0.37366098,0.017834395,0.27133757,0.058598727
43201,34232,84.0,100.0,94.0,27.0,88.0,99.0,37.0,69.0,1.0679035,0.46805277,0.2534388,0.060758166,0.32190293,0.13504314,0.82870263,0.016148183
43202,20528,67.0,90.0,38.0,16.0,84.0,96.0,31.0,7.0,0.48274818,0.24513201,0.10752688,0.044125192,0.19554071,0.11664468,0.70019788,0.013852242
43203,8014,98.0,100.0,100.0,77.0,97.0,96.0,62.0,84.0,1.6993012,0.40421504,0.41955194,0.16729064,0.36860561,0.32259008,0.69498974,0.029592734
43204,42796,89.0,90.0,90.0,78.0,82.0,82.0,57.0,74.0,1.2367854,0.24506857,0.22585241,0.17115125,0.33571777,0.10522492,0.50481319,0.026094327
43205,12739,92.0,97.0,99.0,64.0,92.0,93.0,25.0,81.0,1.385272,0.32252109,0.34240887,0.12912028,0.35781249,0.18276429,0.64140952,0.011502648
43206,22680,86.0,89.0,95.0,59.0,81.0,85.0,30.0,37.0,1.1328224,0.24311298,0.27137098,0.1158707,0.25923154,0.10454065,0.531919,0.01343957
43207,46717,87.0,86.0,88.0,80.0,82.0,67.0,51.0,75.0,1.1615214,0.22244841,0.21746865,0.17925592,0.34025475,0.10713486,0.40507391,0.022345429
43209,28541,49.0,50.0,69.0,18.0,73.0,71.0,13.0,33.0,-0.046388835,0.11536316,0.15810871,0.048156004,0.25347015,0.084561013,0.43157625,0.006642255
43210,12470,77.0,98.0,13.0,1.0,94.0,100.0,98.0,100.0,0.81192094,0.34937611,0.06666667,0.0,0.62681955,0.21186441,1.0,0.15677966
43211,23162,99.0,100.0,100.0,92.0,93.0,91.0,74.0,95.0,1.8018181,0.40334347,0.40225637,0.25801259,0.44592521,0.19553539,0.60821295,0.041303568
43212,21959,32.0,40.0,8.0,3.0,69.0,94.0,10.0,1.0,-0.55117637,0.095075086,0.056349002,0.020352535,0.14066011,0.077966683,0.65189767,0.0052378499
43213,33130,89.0,79.0,98.0,60.0,87.0,93.0,69.0,40.0,1.2438027,0.19423521,0.30379909,0.11725783,0.26541007,0.13249439,0.64627177,0.035582557
43214,26293,28.0,43.0,17.0,5.0,72.0,62.0,7.0,3.0,-0.68195528,0.10112359,0.073870078,0.025891382,0.17232493,0.082796909,0.3817187,0.0038622466
43215,15291,56.0,73.0,20.0,14.0,91.0,99.0,31.0,2.0,0.17299221,0.17369609,0.079272255,0.041761879,0.16172606,0.16252846,0.81915992,0.013759569
43217,2207,76.0,76.0,100.0,63.0,10.0,100.0,11.0,65.0,0.78167927,0.18239854,0.50561798,0.12596402,0.31360948,0.017881706,0.93672627,0.0055020633
43219,31078,95.0,98.0,98.0,67.0,87.0,85.0,84.0,68.0,1.5037156,0.35091659,0.32191479,0.13634704,0.31966296,0.12752302,0.5388903,0.061650198
43220,27412,23.0,20.0,23.0,11.0,33.0,74.0,31.0,20.0,-0.8393966,0.061874196,0.084237881,0.037396472,0.23062445,0.03865432,0.44660607,0.013847591
43221,33442,9.0,10.0,36.0,5.0,8.0,38.0,23.0,7.0,-1.3650609,0.043914869,0.10350247,0.025683831,0.19666152,0.016246539,0.27910534,0.010928165
43222,4417,99.0,100.0,99.0,96.0,96.0,98.0,52.0,99.0,1.8118089,0.52095664,0.3423138,0.31016949,0.52263516,0.3004961,0.77817154,0.023387669
43223,26754,97.0,97.0,98.0,91.0,90.0,87.0,76.0,98.0,1.6538315,0.32354885,0.31463274,0.24750215,0.50409722,0.15736443,0.54919052,0.044265822
43224,44624,96.0,93.0,90.0,83.0,88.0,85.0,82.0,68.0,1.5479891,0.27239975,0.23117155,0.19235574,0.31907579,0.13527377,0.53919309,0.056945246
43227,24518,93.0,92.0,95.0,75.0,88.0,86.0,51.0,73.0,1.4110737,0.26387131,0.26982456,0.15826452,0.33184898,0.13896684,0.54245919,0.022762707
43228,56139,87.0,85.0,86.0,74.0,70.0,85.0,76.0,38.0,1.1841193,0.21533148,0.2060228,0.15643951,0.26226285,0.078636959,0.53310436,0.044154201
43229,54632,88.0,84.0,96.0,67.0,69.0,90.0,73.0,26.0,1.1918304,0.21316341,0.27298141,0.13554081,0.24097835,0.078335956,0.59997135,0.040265255
43230,59111,21.0,19.0,50.0,8.0,23.0,60.0,23.0,3.0,-0.91666114,0.059173215,0.12597598,0.031743735,0.17701872,0.030699907,0.37037817,0.010907101
43231,22393,72.0,78.0,93.0,39.0,45.0,82.0,83.0,12.0,0.63363826,0.1892686,0.24814592,0.079624794,0.21181175,0.049285363,0.50579101,0.057910301
43232,47235,89.0,83.0,99.0,59.0,84.0,91.0,65.0,54.0,1.2472843,0.20631839,0.35592452,0.11472961,0.28930858,0.11497044,0.61080027,0.031936232
43235,43356,26.0,23.0,37.0,13.0,28.0,70.0,45.0,9.0,-0.75045216,0.066208608,0.10560809,0.04002893,0.20256731,0.034565218,0.42331523,0.019673914
43240,4411,29.0,22.0,52.0,1.0,17.0,96.0,48.0,5.0,-0.63643956,0.064985231,0.1292517,0.013431404,0.18708105,0.024902344,0.69970703,0.020996094
43302,54650,73.0,71.0,69.0,66.0,80.0,60.0,34.0,93.0,0.66857004,0.16764416,0.15922421,0.1336171,0.42339736,0.10168911,0.37023255,0.015177479
43310,2811,15.0,25.0,17.0,39.0,24.0,10.0,33.0,32.0,-1.1317248,0.070194386,0.074418604,0.078696743,0.25085518,0.031164071,0.15490375,0.014665444
43311,18919,52.0,57.0,70.0,20.0,56.0,51.0,61.0,43.0,0.043028705,0.12889579,0.15999222,0.050909672,0.2697908,0.059960552,0.33280736,0.028402368
43314,3032,17.0,32.0,13.0,14.0,43.0,21.0,8.0,28.0,-1.0460039,0.08186356,0.065555558,0.041304346,0.24448706,0.047850769,0.21086781,0.0040551499
43315,7668,51.0,51.0,59.0,67.0,33.0,34.0,45.0,40.0,0.025079822,0.1166907,0.1396461,0.13626504,0.2650263,0.038924273,0.26716205,0.019462137
43316,5856,29.0,33.0,64.0,34.0,22.0,33.0,33.0,9.0,-0.63254887,0.082650274,0.14931588,0.071373947,0.20318112,0.029106028,0.26070687,0.014553014
43317,180,54.0,35.0,93.0,64.0,1.0,40.0,83.0,92.0,0.095460221,0.086666666,0.25,0.12844037,0.41304347,0.0,0.28846154,0.057692308
43318,3738,36.0,28.0,55.0,59.0,76.0,10.0,65.0,22.0,-0.43331075,0.074123986,0.13391985,0.11569205,0.23413967,0.090391457,0.15231317,0.03202847
43319,943,3.0,4.0,1.0,12.0,1.0,1.0,70.0,39.0,-1.7017628,0.029692471,0.0,0.037707392,0.2631579,0.0,0.0,0.036363635
43320,1302,18.0,28.0,22.0,43.0,51.0,3.0,11.0,52.0,-1.0325277,0.073959939,0.081927709,0.086156823,0.28624079,0.055452865,0.096118301,0.0055452865
43321,302,55.0,91.0,12.0,80.0,9.0,11.0,80.0,85.0,0.14370027,0.25249168,0.064516127,0.18009479,0.37438422,0.017094018,0.16239317,0.051282052
43322,336,35.0,43.0,71.0,31.0,14.0,33.0,1.0,78.0,-0.45722502,0.10119048,0.16304348,0.06719368,0.34862384,0.022556391,0.2631579,0.0
43323,699,1.0,2.0,1.0,3.0,2.0,4.0,1.0,56.0,-1.9966116,0.021459227,0.0094339624,0.019379845,0.29385966,0.0061728396,0.098765433,0.0
43324,3007,14.0,17.0,37.0,31.0,6.0,8.0,1.0,18.0,-1.1843715,0.057429049,0.10497835,0.067561522,0.22517635,0.013729977,0.14035088,0.0
43326,13833,57.0,65.0,46.0,52.0,83.0,42.0,30.0,74.0,0.18051243,0.14984076,0.11969866,0.100883,0.33581999,0.11204226,0.2942248,0.013481508
43330,96,44.0,39.0,98.0,10.0,86.0,76.0,1.0,35.0,-0.19586925,0.09375,0.31818181,0.034482758,0.25714287,0.12195122,0.46341464,0.0
43331,4446,50.0,68.0,54.0,57.0,23.0,20.0,32.0,83.0,-0.03070002,0.15675923,0.13242376,0.10978798,0.36772487,0.030804597,0.20643678,0.014252873
43332,1356,37.0,46.0,24.0,49.0,60.0,19.0,28.0,83.0,-0.40343019,0.1070901,0.0859375,0.096466094,0.36696231,0.065495208,0.20287541,0.012779552
43333,935,52.0,87.0,87.0,54.0,1.0,17.0,60.0,69.0,0.049680468,0.22673796,0.21030043,0.10586011,0.32203391,0.0,0.19135803,0.027777778
43334,6337,22.0,26.0,29.0,60.0,17.0,10.0,8.0,57.0,-0.86583328,0.070873789,0.093557425,0.11828877,0.29532018,0.025239339,0.15578765,0.0039164489
43336,0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43337,1060,9.0,39.0,2.0,19.0,1.0,4.0,1.0,91.0,-1.3700821,0.093869731,0.030120483,0.049881235,0.4037267,0.0,0.098765433,0.0
43338,9938,23.0,20.0,39.0,28.0,78.0,17.0,53.0,16.0,-0.83361918,0.060935911,0.10813783,0.061997704,0.22193877,0.096076861,0.19348812,0.023752335
43340,2101,51.0,60.0,2.0,75.0,82.0,23.0,89.0,61.0,0.018600225,0.13623327,0.026262626,0.15810594,0.30326593,0.10595065,0.22206096,0.079825833
43341,915,16.0,8.0,1.0,41.0,59.0,9.0,1.0,41.0,-1.1134354,0.040437158,0.014869888,0.081570998,0.26655349,0.064599484,0.1498708,0.0
43342,2862,9.0,9.0,24.0,19.0,11.0,6.0,58.0,19.0,-1.3851414,0.04192872,0.08491762,0.049612403,0.22772862,0.019319227,0.12419503,0.026678933
43343,1085,33.0,58.0,56.0,32.0,16.0,15.0,1.0,74.0,-0.52584934,0.13271889,0.13544668,0.067688376,0.33459118,0.024390243,0.18495935,0.0
43344,6052,20.0,25.0,60.0,43.0,25.0,14.0,8.0,24.0,-0.93552905,0.068919368,0.14203821,0.084988683,0.23832735,0.031794425,0.17639373,0.0039198608
43345,847,24.0,15.0,55.0,25.0,78.0,7.0,11.0,8.0,-0.82195157,0.053527981,0.13253012,0.058287796,0.19924098,0.095100865,0.129683,0.0057636886
43347,1492,36.0,56.0,30.0,65.0,32.0,8.0,50.0,61.0,-0.41956148,0.12801608,0.09375,0.13018322,0.30306122,0.038043477,0.13949275,0.021739131
43348,1759,80.0,94.0,89.0,58.0,86.0,59.0,18.0,87.0,0.92589772,0.28,0.21843687,0.11350148,0.38632163,0.12486309,0.36473164,0.0087623224
43351,10056,32.0,25.0,75.0,37.0,58.0,44.0,16.0,15.0,-0.54814041,0.069500051,0.17186952,0.07598526,0.21940929,0.063439846,0.30286655,0.0079887221
43356,1137,10.0,2.0,3.0,13.0,86.0,37.0,1.0,15.0,-1.3194938,0.024747938,0.038834952,0.040590405,0.21890548,0.12421053,0.27578947,0.0
43357,3825,12.0,15.0,3.0,23.0,32.0,29.0,26.0,22.0,-1.2517128,0.054172367,0.037927844,0.054121863,0.23334824,0.03819662,0.24546024,0.011897308
43358,2771,15.0,27.0,8.0,50.0,2.0,18.0,19.0,17.0,-1.1455983,0.072153732,0.056050956,0.098643005,0.22332361,0.0044682752,0.20107238,0.0089365505
43359,742,26.0,35.0,28.0,37.0,2.0,40.0,1.0,31.0,-0.75780225,0.086065575,0.091836736,0.075098813,0.24895397,0.0034246575,0.28767124,0.0
43360,1617,8.0,8.0,6.0,20.0,33.0,27.0,1.0,37.0,-1.4419767,0.040816326,0.048832271,0.050220266,0.25962487,0.038880248,0.23794712,0.0
43402,32169,62.0,93.0,65.0,15.0,67.0,86.0,10.0,14.0,0.34799257,0.27326983,0.15128495,0.043831076,0.21681285,0.073990211,0.54612517,0.0050398069
43403,5374,19.0,1.0,1.0,1.0,1.0,100.0,1.0,97.0,-1.004293,0.0,0.0,0.0,0.46676597,0.0,1.0,0.0
43406,1830,51.0,72.0,77.0,43.0,36.0,25.0,12.0,75.0,0.023215253,0.17025982,0.17849898,0.085714288,0.33993116,0.041916169,0.2275449,0.0059880242
43407,605,5.0,21.0,2.0,21.0,4.0,1.0,20.0,2.0,-1.5722072,0.062809914,0.024390243,0.05235602,0.16231884,0.0095693776,0.023923445,0.0095693776
43408,294,38.0,73.0,61.0,38.0,30.0,6.0,1.0,62.0,-0.36368337,0.17346939,0.14285715,0.07772021,0.30508474,0.036363635,0.12727273,0.0
43410,9950,31.0,39.0,80.0,48.0,17.0,31.0,5.0,8.0,-0.57323354,0.093580425,0.18638632,0.09424673,0.20138317,0.024870722,0.25215465,0.0019699582
43412,4162,18.0,45.0,19.0,29.0,20.0,8.0,1.0,44.0,-1.034107,0.10549133,0.077952757,0.064204924,0.27265802,0.027812894,0.14222503,0.0
43413,1309,22.0,49.0,22.0,60.0,2.0,7.0,1.0,29.0,-0.88220155,0.11256746,0.083094552,0.11917099,0.24576271,0.0042372881,0.13135593,0.0
43416,3150,45.0,60.0,47.0,54.0,38.0,28.0,24.0,73.0,-0.1656132,0.13643609,0.12074643,0.10549451,0.33283284,0.043251306,0.24235645,0.011185682
43420,29711,59.0,60.0,70.0,57.0,72.0,47.0,19.0,59.0,0.25288749,0.13716875,0.16014558,0.1106941,0.29884309,0.083360791,0.31392092,0.0090609556
43430,4246,12.0,14.0,5.0,40.0,21.0,17.0,28.0,42.0,-1.241446,0.0518732,0.046251994,0.0804829,0.26858699,0.028835064,0.19550173,0.012687428
43431,4724,30.0,51.0,44.0,57.0,14.0,20.0,1.0,23.0,-0.61357546,0.11731356,0.11591963,0.1104081,0.2368065,0.022396417,0.20660694,0.0
43432,1309,6.0,1.0,6.0,50.0,37.0,1.0,1.0,2.0,-1.4973946,0.017829457,0.049763035,0.098095238,0.15657143,0.042145595,0.0,0.0
43433,72,7.0,1.0,1.0,73.0,1.0,1.0,1.0,1.0,-1.4893441,0.0,0.0,0.1509434,0.061538462,0.0,0.0,0.0
43434,59,55.0,77.0,64.0,90.0,36.0,2.0,1.0,16.0,0.13149036,0.18644068,0.15000001,0.23255815,0.22222222,0.041666668,0.083333336,0.0
43435,1358,14.0,34.0,9.0,30.0,7.0,5.0,61.0,15.0,-1.1613876,0.08480826,0.057534248,0.064948454,0.21960297,0.015418503,0.11674009,0.028634362
43437,668,62.0,75.0,49.0,72.0,22.0,50.0,62.0,16.0,0.33857706,0.17867868,0.12352941,0.14974619,0.22135417,0.029268293,0.32682925,0.029268293
43438,236,4.0,5.0,1.0,3.0,17.0,1.0,38.0,31.0,-1.6556953,0.033898305,0.0,0.018957347,0.25,0.025,0.050000001,0.016666668
43439,55,7.0,1.0,1.0,76.0,1.0,1.0,1.0,37.0,-1.4659762,0.0,0.0,0.16363636,0.26086956,0.0,0.0,0.0
43440,4556,12.0,24.0,3.0,22.0,47.0,17.0,18.0,19.0,-1.2497505,0.068281941,0.038744155,0.053170245,0.22858372,0.051190477,0.19246031,0.0087301591
43442,1083,62.0,75.0,65.0,66.0,47.0,30.0,62.0,88.0,0.33470416,0.17728531,0.15100671,0.1331484,0.39280125,0.051219512,0.25121951,0.029268293
43443,1806,5.0,1.0,35.0,15.0,4.0,12.0,8.0,3.0,-1.5910612,0.015503876,0.10181818,0.043209877,0.17713787,0.009655172,0.16413793,0.0041379309
43445,1270,2.0,3.0,31.0,13.0,1.0,1.0,1.0,13.0,-1.7927864,0.029133858,0.096858636,0.039614562,0.215973,0.0,0.031539887,0.0
43446,73,1.0,1.0,1.0,17.0,18.0,1.0,1.0,49.0,-1.8570592,0.0,0.0,0.045454547,0.28,0.025641026,0.025641026,0.0
43447,3498,24.0,53.0,24.0,40.0,19.0,3.0,49.0,12.0,-0.80735636,0.12143273,0.085684434,0.080416664,0.21253264,0.026984127,0.092063494,0.021428572
43449,8246,41.0,55.0,59.0,51.0,24.0,31.0,12.0,33.0,-0.28584862,0.12520045,0.13943541,0.099026516,0.25310528,0.031672906,0.25539878,0.0063345809
43450,3673,22.0,39.0,15.0,24.0,13.0,30.0,20.0,45.0,-0.86713332,0.094672926,0.071080819,0.05698324,0.27373558,0.021438451,0.2503458,0.0096818814
43451,1246,10.0,15.0,5.0,25.0,3.0,27.0,41.0,9.0,-1.3384804,0.052969504,0.044776119,0.058035713,0.20323326,0.0090293456,0.23927765,0.018058691
43452,13757,42.0,57.0,39.0,46.0,56.0,32.0,11.0,57.0,-0.25312802,0.12987301,0.10903507,0.090811342,0.2957359,0.060596496,0.2573773,0.0055231182
43456,399,18.0,60.0,1.0,10.0,5.0,7.0,1.0,7.0,-1.014235,0.13784461,0.016949153,0.035483871,0.19665273,0.01183432,0.13609467,0.0
43457,1490,39.0,55.0,14.0,57.0,77.0,14.0,23.0,50.0,-0.32682195,0.12416107,0.069518715,0.1104707,0.28183717,0.092198581,0.17907801,0.010638298
43458,385,20.0,33.0,71.0,29.0,5.0,13.0,1.0,29.0,-0.94883764,0.083116882,0.16363636,0.063492067,0.24548736,0.01242236,0.17391305,0.0
43460,6471,16.0,30.0,21.0,14.0,22.0,38.0,21.0,6.0,-1.1017429,0.078236572,0.080445543,0.041559052,0.19136691,0.029839613,0.27974635,0.010070869
43462,1112,55.0,61.0,87.0,56.0,55.0,20.0,21.0,58.0,0.13187642,0.13938849,0.21160409,0.10931174,0.29717681,0.059259258,0.2074074,0.0098765437
43463,68,11.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,-1.2954571,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43464,1295,25.0,54.0,2.0,2.0,1.0,21.0,83.0,69.0,-0.77804881,0.12277992,0.021563342,0.01641266,0.32349843,0.0,0.21301775,0.059171598
43465,5463,36.0,42.0,46.0,49.0,39.0,38.0,1.0,22.0,-0.42258444,0.098917231,0.11986063,0.095785439,0.23362572,0.044022616,0.27907917,0.0
43466,2110,17.0,32.0,67.0,28.0,6.0,13.0,1.0,3.0,-1.0615987,0.081990518,0.15373352,0.062082779,0.17182891,0.014101057,0.17508814,0.0
43467,111,49.0,73.0,18.0,52.0,51.0,5.0,82.0,1.0,-0.048406813,0.17117117,0.07692308,0.10126583,0.11538462,0.055555556,0.11111111,0.055555556
43468,402,36.0,64.0,1.0,88.0,1.0,31.0,1.0,98.0,-0.44547367,0.14705883,0.0,0.22252011,0.49794239,0.0,0.25185186,0.0
43469,3220,18.0,38.0,56.0,16.0,4.0,22.0,1.0,29.0,-1.0406709,0.091928951,0.13441484,0.043989547,0.24600798,0.01023622,0.21889764,0.0
43501,980,61.0,87.0,59.0,71.0,19.0,34.0,34.0,81.0,0.32112473,0.22476587,0.13973799,0.14583333,0.3584559,0.027190333,0.26586103,0.01510574
43502,6532,19.0,24.0,22.0,43.0,43.0,24.0,6.0,3.0,-0.99798334,0.068653457,0.08216881,0.0856492,0.17011,0.047844999,0.2241993,0.0031633056
43504,1181,4.0,4.0,21.0,10.0,14.0,1.0,19.0,55.0,-1.6538134,0.029635902,0.081460677,0.034285713,0.29139072,0.022883296,0.050343249,0.0091533177
43505,88,32.0,43.0,53.0,40.0,44.0,41.0,1.0,60.0,-0.56207836,0.10227273,0.13043478,0.080645159,0.3018868,0.048780486,0.29268292,0.0
43506,14088,31.0,43.0,34.0,30.0,47.0,32.0,37.0,15.0,-0.57938987,0.10114145,0.10146561,0.065695629,0.21841024,0.05175481,0.2584506,0.016011644
43511,1239,24.0,42.0,1.0,49.0,43.0,2.0,1.0,51.0,-0.8008889,0.099273607,0.0071942448,0.095182136,0.28403142,0.047524754,0.08316832,0.0
43512,28109,42.0,49.0,61.0,43.0,61.0,36.0,8.0,27.0,-0.26095653,0.11269043,0.14425051,0.085518457,0.24196631,0.065758653,0.27275094,0.0043376419
43515,8254,19.0,31.0,52.0,23.0,5.0,9.0,31.0,49.0,-0.97755355,0.080375656,0.12899263,0.055014431,0.28019974,0.012901195,0.1466331,0.013845186
43516,2986,46.0,50.0,75.0,47.0,34.0,45.0,27.0,57.0,-0.15149818,0.1158288,0.1731493,0.091942146,0.295302,0.039965246,0.30842745,0.012163336
43517,4012,22.0,16.0,62.0,33.0,36.0,13.0,5.0,38.0,-0.8860476,0.054989818,0.14587156,0.069454819,0.2618849,0.041370396,0.17323853,0.0019392372
43518,2657,14.0,20.0,23.0,44.0,22.0,6.0,1.0,45.0,-1.1713004,0.061123766,0.084682442,0.086932749,0.27437794,0.029182879,0.12354086,0.0
43519,269,43.0,46.0,92.0,32.0,78.0,14.0,1.0,71.0,-0.23838657,0.10780669,0.24358974,0.068965517,0.3275862,0.094736844,0.17894737,0.0
43521,2832,36.0,56.0,65.0,28.0,18.0,37.0,38.0,13.0,-0.42399693,0.12811388,0.15167095,0.061806656,0.21448624,0.025728988,0.2761578,0.016295025
43522,3466,15.0,40.0,45.0,21.0,16.0,5.0,6.0,13.0,-1.1421337,0.095196761,0.1184346,0.052741732,0.21332717,0.024336284,0.1179941,0.0029498525
43523,19,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43524,1179,16.0,20.0,62.0,20.0,2.0,18.0,1.0,24.0,-1.0963018,0.061068702,0.14489311,0.050233644,0.23733333,0.0038834952,0.19805825,0.0
43525,1186,3.0,4.0,16.0,24.0,3.0,7.0,1.0,1.0,-1.7145658,0.031489361,0.073015876,0.056195967,0.15163399,0.0074999998,0.13,0.0
43526,5875,23.0,17.0,39.0,54.0,29.0,13.0,73.0,9.0,-0.834553,0.056425255,0.10790094,0.10600352,0.20433947,0.035273369,0.17460318,0.040564373
43527,1947,16.0,12.0,20.0,43.0,54.0,12.0,32.0,25.0,-1.1097732,0.047894739,0.079925649,0.086068563,0.23891626,0.058517557,0.16644993,0.014304291
43528,16022,27.0,25.0,38.0,42.0,49.0,30.0,13.0,38.0,-0.70100152,0.07030011,0.10628776,0.082926415,0.2611478,0.053896919,0.25,0.0067567569
43529,306,51.0,26.0,70.0,71.0,62.0,51.0,24.0,57.0,0.012485545,0.071895428,0.16176471,0.14572865,0.29515418,0.06818182,0.32954547,0.011363637
43531,326,56.0,97.0,1.0,74.0,1.0,78.0,1.0,21.0,0.16956733,0.33742332,0.0,0.15476191,0.2318339,0.0,0.47244096,0.0
43532,4286,15.0,20.0,52.0,25.0,31.0,11.0,1.0,31.0,-1.1489782,0.061200097,0.12908633,0.058315333,0.24887504,0.037303664,0.15837696,0.0
43533,1525,18.0,18.0,12.0,38.0,45.0,23.0,9.0,2.0,-1.033417,0.058360655,0.064876959,0.077969179,0.16895874,0.049306627,0.22187981,0.0046224962
43534,1681,21.0,10.0,87.0,45.0,3.0,12.0,1.0,12.0,-0.91786861,0.043665435,0.20876826,0.089579523,0.2119403,0.0089955023,0.16491754,0.0
43535,673,1.0,12.0,2.0,2.0,1.0,10.0,1.0,24.0,-1.8472162,0.047832586,0.027272727,0.016528925,0.23700623,0.0,0.1532567,0.0
43536,73,9.0,1.0,1.0,86.0,1.0,1.0,1.0,1.0,-1.3880833,0.0,0.0,0.20634921,0.0,0.0,0.0,0.0
43537,27145,15.0,21.0,25.0,13.0,15.0,36.0,30.0,20.0,-1.1337161,0.062436908,0.086711407,0.03921371,0.22996557,0.023237597,0.27380329,0.013402959
43540,1384,29.0,33.0,55.0,23.0,35.0,23.0,27.0,6.0,-0.65957814,0.082602337,0.13402061,0.05544148,0.19170985,0.040139616,0.22164048,0.012216405
43541,157,33.0,50.0,2.0,94.0,1.0,2.0,45.0,70.0,-0.51522326,0.11464968,0.029411765,0.27433628,0.32456142,0.0,0.078431375,0.019607844
43542,3779,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,-2.0045035,0.031233316,0.023070097,0.014752791,0.13581891,0.0,0.031296574,0.0
43543,7697,45.0,62.0,51.0,64.0,43.0,10.0,5.0,43.0,-0.18025389,0.14122644,0.12735167,0.12838829,0.27030927,0.047975078,0.15451713,0.0024922118
43545,13972,31.0,44.0,74.0,27.0,43.0,34.0,4.0,20.0,-0.57015455,0.10342807,0.17042142,0.061540049,0.22992434,0.047833622,0.26533794,0.001559792
43547,307,1.0,1.0,1.0,10.0,1.0,6.0,1.0,2.0,-1.9419528,0.0,0.0,0.033962265,0.16145833,0.0,0.12121212,0.0
43548,693,5.0,10.0,33.0,26.0,1.0,5.0,1.0,1.0,-1.5771272,0.043290045,0.099476442,0.05882353,0.11864407,0.0,0.11409396,0.0
43549,1410,22.0,64.0,15.0,40.0,2.0,2.0,15.0,17.0,-0.88684034,0.14701705,0.071428575,0.080375783,0.22392975,0.0019047619,0.081904761,0.0076190475
43551,39094,16.0,14.0,38.0,8.0,30.0,52.0,7.0,17.0,-1.0988997,0.051657174,0.10681293,0.03112461,0.22334984,0.036528233,0.33343884,0.0034185869
43553,243,58.0,32.0,80.0,94.0,95.0,25.0,1.0,27.0,0.2303021,0.08230453,0.18518518,0.27857143,0.24342105,0.23076923,0.23076923,0.0
43554,2326,41.0,43.0,33.0,75.0,4.0,49.0,9.0,21.0,-0.27613515,0.10111876,0.099236645,0.15828221,0.23272491,0.010901883,0.32309216,0.0049554012
43555,147,15.0,1.0,1.0,1.0,87.0,39.0,85.0,1.0,-1.1346679,0.0,0.0,0.0,0.14953271,0.12698413,0.2857143,0.063492067
43556,1736,32.0,33.0,48.0,71.0,23.0,13.0,39.0,41.0,-0.55862367,0.083188906,0.12269939,0.14594127,0.2667295,0.030627871,0.17151608,0.016845329
43557,3216,28.0,26.0,27.0,58.0,24.0,14.0,60.0,97.0,-0.67373991,0.071399428,0.08908046,0.11412575,0.46818572,0.031218531,0.17824773,0.028197382
43558,13016,16.0,21.0,26.0,41.0,21.0,5.0,14.0,41.0,-1.099887,0.063273408,0.088194251,0.081540085,0.26732674,0.028126758,0.1200075,0.0069379336
43560,32238,11.0,20.0,25.0,12.0,35.0,16.0,13.0,24.0,-1.2692597,0.061277293,0.086421177,0.038910333,0.23689391,0.040808015,0.18945996,0.0067606093
43565,457,19.0,10.0,41.0,14.0,24.0,66.0,27.0,10.0,-0.9894312,0.043763675,0.11111111,0.04225352,0.20652173,0.030864198,0.40123457,0.012345679
43566,7776,1.0,2.0,13.0,9.0,17.0,8.0,1.0,8.0,-1.8034316,0.023029346,0.065749891,0.032517482,0.19890592,0.024675736,0.13824739,0.0
43567,13173,36.0,30.0,36.0,60.0,36.0,33.0,66.0,21.0,-0.42668396,0.078626543,0.10372195,0.11780016,0.23130669,0.041200001,0.26179999,0.033
43569,2849,39.0,63.0,80.0,39.0,4.0,18.0,15.0,38.0,-0.33964953,0.14376996,0.18646409,0.079129048,0.26140633,0.010204081,0.19944341,0.0074211503
43570,3194,37.0,59.0,73.0,30.0,18.0,36.0,24.0,18.0,-0.4040975,0.13494052,0.16793893,0.064734302,0.22530864,0.026252983,0.274463,0.011137629
43571,7312,5.0,16.0,13.0,4.0,2.0,13.0,5.0,20.0,-1.5697372,0.054765888,0.067379676,0.023489933,0.22940636,0.0061505064,0.17474674,0.0025325615
43604,9067,99.0,100.0,100.0,93.0,99.0,99.0,28.0,100.0,1.7447239,0.56883758,0.49829584,0.26562759,0.58555853,0.47049513,0.85349309,0.01266109
43605,25610,97.0,99.0,100.0,88.0,92.0,88.0,49.0,94.0,1.6436526,0.37125227,0.36434868,0.22325206,0.4356854,0.18052369,0.56794727,0.021693425
43606,24979,79.0,84.0,87.0,48.0,81.0,77.0,23.0,81.0,0.88514054,0.21209763,0.21054572,0.094701014,0.35888955,0.10361494,0.46682107,0.010875038
43607,20854,95.0,99.0,95.0,78.0,90.0,84.0,53.0,88.0,1.5144365,0.37549582,0.26285577,0.16843972,0.39152628,0.15527745,0.53029126,0.02381216
